;civilite_dirigeant;fonction_dirigeant;nom_dirigeant;prenom_dirigeant;representants_id;nom_prenom_dirigeant
1287;MME;DIRECTRICE GENERALE;CHARTIER;Hélène;693;CHARTIER Hélène
1288;MME;PRESIDENT;TASSAN TOFFOLA;Sylvia;693;TASSAN TOFFOLA Sylvia
1289;M;VICE-PRESIDENT;SCHMIDT;Philipp;693;SCHMIDT Philipp
1290;M;Président délégué général;LEANDRI;Didier;694;LEANDRI Didier
1291;M;Président Fondateur;QUINTARD;Alexandre;695;QUINTARD Alexandre
1292;MME;Directrice Générale;JUILLET;Isabelle;696;JUILLET Isabelle
1293;M;Président;CIMITAN;Filippo;696;CIMITAN Filippo
1294;M;Directeur Général;BOUSTOULLER;Eric;697;BOUSTOULLER Eric
1295;MME;Secrétaire Générale;ETZENBACH-HUGUENIN;Nathalie;697;ETZENBACH-HUGUENIN Nathalie
1296;MME;Présidente;COHEN-SOLAL;Lyne;698;COHEN-SOLAL Lyne
1297;M;Directeur général;LAFLAMME;Bernard;699;LAFLAMME Bernard
1298;M;Président du Conseil d'administration;KATRAWA;Dominique;699;KATRAWA Dominique
1299;M;Directeur Général;BALES;Vincent;700;BALES Vincent
1300;M;Président;BOUGARD;Philippe;701;BOUGARD Philippe
1301;M;Président;FLABEAU;Jean-Luc;702;FLABEAU Jean-Luc
1302;MME;Trésorière;GOUPY;Véronique;703;GOUPY Véronique
1303;MME;Membre du Bureau;LEGER;Patricia;703;LEGER Patricia
1304;M;Président;ANANE;Arthur;703;ANANE Arthur
1305;MME;Directrice régionale;MEDOU-MARERE;Isabelle;703;MEDOU-MARERE Isabelle
1306;M;Vice-Président;CHERIDI;Djamel;703;CHERIDI Djamel
1307;MME;Vice-Présidente;THEAUDIERE;Martine;703;THEAUDIERE Martine
1308;MME;Vice-Présidente;ANASTASIOU;Maritsa;703;ANASTASIOU Maritsa
1309;M;Vice-Président;ROUYER;Patrick;703;ROUYER Patrick
1310;M;Vice-Président;CARCELES;Jean-Paul;703;CARCELES Jean-Paul
1311;M;Vice-Président;FRUTIEAUX;Sébastien;703;FRUTIEAUX Sébastien
1312;M;Vice-Président;MORILLON;François;703;MORILLON François
1313;M;Vice-Président;OUARTI;Rachid;703;OUARTI Rachid
1314;M;Secrétaire;PIEDRA;Christophe;703;PIEDRA Christophe
1315;MME;Vice-Présidente;LEGRAND;Marie-Françoise;703;LEGRAND Marie-Françoise
1316;M;Trésorier adjoint;MERLIN;Jean-Jacques;703;MERLIN Jean-Jacques
1317;M;President;D'AMBROGI;Filippo;704;D'AMBROGI Filippo
1318;M;Président;JEHAN;Philippe;705;JEHAN Philippe
1319;M;Président;GROS;Thierry;706;GROS Thierry
1320;MME;Secrétaire générale;BELLAOUI;Nadia;707;BELLAOUI Nadia
1321;M;Secrétaire général;DESCHAMPS;Jean-Karl;707;DESCHAMPS Jean-Karl
1322;M;Directeur général des services;MEUGNIER;Guillaume;707;MEUGNIER Guillaume
1323;M;Directeur général des services;DUPRE;Christophe;707;DUPRE Christophe
1324;M;Président;DUCOMTE;Jean-Michel;707;DUCOMTE Jean-Michel
1325;M;Directeur Général;FOURNIER;Antoine;708;FOURNIER Antoine
1326;M;Président;DE PRINCE;Yann;708;DE PRINCE Yann
1327;M;Président Directeur Général STMicroelectronics SA;TINGAUD;Thierry;709;TINGAUD Thierry
1328;M;DIRECTEUR GENERAL DELEGUE;BOINET;Sven;710;BOINET Sven
1329;M;PRESIDENT DIRECTEUR GENERAL;BAZIN;Sebastien;710;BAZIN Sebastien
1330;M;Président;BLAISE;Sylvain;711;BLAISE Sylvain
1331;M;Directeur Général;TRIOLLET;Jean Luc;712;TRIOLLET Jean Luc
1332;M;Président;JACQUEMARD;Jean-Robert;713;JACQUEMARD Jean-Robert
1333;M;Directeur général;CHARNEAU;Dominique;713;CHARNEAU Dominique
1334;M;PRESIDENT DU CNAEMO;STELLA;Salvatore;714;STELLA Salvatore
1335;MME;DELEGUEE GENERALE DU CNAEMO;DAUTIGNY;Sandrine;714;DAUTIGNY Sandrine
1336;M;VICE-PRESIDENT DU CNAEMO;PARRA;Hervé;714;PARRA Hervé
1337;MME;VICE-PRESIDENT DU CNAEMO;SITTLER;Marie-France;714;SITTLER Marie-France
1338;MME;SECRETAIRE GENERALE DU CNAEMO;MONS;Céline;714;MONS Céline
1339;M;TRESORIER DU CNAEMO;RUHLMANN;Eric;714;RUHLMANN Eric
1340;M;ADMINISTRATEUR DU CNAEMO;MAHIER;Jean-Pierre;714;MAHIER Jean-Pierre
1341;M;Président;VIDON;Jean-Luc;715;VIDON Jean-Luc
1342;M;Président;DARGERY;Sylvain;716;DARGERY Sylvain
1343;M;Président Directeur-Général;SAADA;Maxime;717;SAADA Maxime
1344;MME;Secrétaire Générale;MÉNASÉ;Laetitia;717;MÉNASÉ Laetitia
1345;MME;Présidente-directrice générale;ERNOTTE CUNCI;Delphine;718;ERNOTTE CUNCI Delphine
1346;M;Président;VANDROMME;Patrick;719;VANDROMME Patrick
1347;M;Délégué Général;MIRSKI;Jean-Yves;720;MIRSKI Jean-Yves
1348;M;Président;HUCK;Didier;720;HUCK Didier
1349;M;Président;BENOIT;Jean-Paul;721;BENOIT Jean-Paul
1350;M;Directeur général;L'EPINE;Yves;722;L'EPINE Yves
1351;M;Président;MOINARD;Philippe;723;MOINARD Philippe
1352;M;Secrétaire Général;LAYRE;Bernard;723;LAYRE Bernard
1353;M;Président;FOURNIER FAVRE;Guillaume;724;FOURNIER FAVRE Guillaume
1354;M;Délégué Général;MESLIER;Alain;724;MESLIER Alain
1355;M;directeur général;DELABORDE;Michel;725;DELABORDE Michel
1356;M;president;LE HENAFF;Thierry;725;LE HENAFF Thierry
1357;M;Président;LAFOND;Claude;726;LAFOND Claude
1358;M;Délégué Général;CASTANIER;Fabien;727;CASTANIER Fabien
1359;M;Président;VALLAT;Bernard;727;VALLAT Bernard
1360;M;Président;BLANGY;Nicolas;728;BLANGY Nicolas
1361;M;Secrétaire Général;MARTIN;Geoffrey;728;MARTIN Geoffrey
1362;MME;Présidente;TUAILLON;Sylvie;729;TUAILLON Sylvie
1363;M;Président;HERNING;Thierry;730;HERNING Thierry
1364;M;Directeur Général;KERFANT;Nicolas;730;KERFANT Nicolas
1365;M;Directeur Général;LEDJAM;Patrick;730;LEDJAM Patrick
1366;M;Directeur Général;DUBOIS;Christian;730;DUBOIS Christian
1367;M;Président;PITON;Jean-Luc;731;PITON Jean-Luc
1368;M;Président;MARIOTTE;Olivier;732;MARIOTTE Olivier
1369;M;Vice Président Industrie CPME23;BEAUCHOUX;Gilles;733;BEAUCHOUX Gilles
1370;M;Vice Président Commerce CPME23;TIXIER;Jean-Francois;733;TIXIER Jean-Francois
1371;M;Vice Président Artisanat CPME23;BOUILLOT;Bernard;733;BOUILLOT Bernard
1372;MME;Vice Président Services CPME23;PEYROT;Madeleine;733;PEYROT Madeleine
1373;MME;"Secrétaire et Co responsable du club entrepreneuriat au  Féminin ""Femmes de Creuse  en Marche""";BRIAT;Gina;733;BRIAT Gina
1374;MME;"Co responsable du club entrepreneuriat au  Féminin ""Femmes de Creuse  en Marche""";CHAPUT MALIKI;Michèle;733;CHAPUT MALIKI Michèle
1375;MME;Trésorière CPME23;LAUNAY;Nathalie;733;LAUNAY Nathalie
1376;M;Président;MICARD;Philippe;733;MICARD Philippe
1377;MME;Secrétaire  Générale;SERGENT;Chantal;733;SERGENT Chantal
1378;M;Président directeur général;DE RUFFRAY;Benoît;734;DE RUFFRAY Benoît
1379;M;Directeur général délégué;BELLONI;Antonio;735;BELLONI Antonio
1380;M;PRESIDENT;HUNAULT;Jean-Louis;736;HUNAULT Jean-Louis
1381;M;Président;HOURDAIN;Philippe;737;HOURDAIN Philippe
1382;M;Directeur Général;BRUSSELLE;David;737;BRUSSELLE David
1383;M;président;FLAHAULT;Guillaume;738;FLAHAULT Guillaume
1384;MME;Présidente;PELLETIER;Maria;739;PELLETIER Maria
1385;M;Président;CADIN;Loïc;740;CADIN Loïc
1386;M;Vice-président du conseil d'administration, directeur général;BRUGIÈRE;Hugo;741;BRUGIÈRE Hugo
1387;M;Directeur général délégué;HALLO;Baudouin;741;HALLO Baudouin
1388;M;président;BORDAT;Jacques;742;BORDAT Jacques
1389;M;Président;MAQUIN;Philippe;743;MAQUIN Philippe
1390;M;PRESIDENT;ANTHONY;Barbier;744;ANTHONY Barbier
1391;M;SECRETAIRE GENERAL;ROLLAND;Vincent;744;ROLLAND Vincent
1392;M;PRESIDENT;TRIOLLET;Jean Luc;745;TRIOLLET Jean Luc
1393;MME;DIRECTRICE;QUENOUILLE;Helene;745;QUENOUILLE Helene
1394;M;Président du conseil d'administration et directeur général;DU GUERNY;Antoine;746;DU GUERNY Antoine
1395;M;Président;GIUDICELLI;Bernard;747;GIUDICELLI Bernard
1396;M;Trésorier Général;CAVALLIN;Hugues;747;CAVALLIN Hugues
1397;M;Secrétaire Général;FISCHER;Alain;747;FISCHER Alain
1398;MME;Présidente;LEVASSEUR;Olivia;748;LEVASSEUR Olivia
1399;M;Président;GAINNIER;Bernard;749;GAINNIER Bernard
1400;M;Gérant;OVION;Jérôme;750;OVION Jérôme
1401;M;Président;BEAUDET;Thierry;751;BEAUDET Thierry
1402;M;Directeur Général;DEDEYAN;Stéphane;751;DEDEYAN Stéphane
1403;MME;Directrice Opérationnelle;BABOIN;Christine;752;BABOIN Christine
1404;M;CEO;ENDERS;Tom;753;ENDERS Tom
1405;M;COO;BREGIER;Fabrice;753;BREGIER Fabrice
1406;M;Haut représentant Defense France;FAURY;Guillaume;753;FAURY Guillaume
1407;M;Corporate Secretary;HARRISON;John;753;HARRISON John
1408;M;Président;PINTA;Philippe;754;PINTA Philippe
1409;M;Directeur Général;BOURNIGAL;Jean-Marc;754;BOURNIGAL Jean-Marc
1410;M;DIRECTEUR GENERAL;TRANCHANT;Romain;755;TRANCHANT Romain
1411;M;Président;DE CESARE;Paolo;756;DE CESARE Paolo
1412;M;Président;FRÉMEAUX;Philippe;757;FRÉMEAUX Philippe
1413;M;Président;ROGEMONT;Marcel;758;ROGEMONT Marcel
1414;M;Directeur;SCIBERRAS;Patrick;758;SCIBERRAS Patrick
1415;M;president;FREBOURG;Dominique;759;FREBOURG Dominique
1416;M;Président du Conseil d'Administration, Directeur Général;VAN GROENENDAEL;Alain;760;VAN GROENENDAEL Alain
1417;M;Directeur général;EYRAUD;François;761;EYRAUD François
1418;M;Co-Président;D'ORNANO;Philippe;762;D'ORNANO Philippe
1419;M;Co-Président;COIRIER;Frédéric;762;COIRIER Frédéric
1420;M;Directeur Général;SCHMIDT DE LA BRÉLIE;Christian;763;SCHMIDT DE LA BRÉLIE Christian
1421;M;Vice-Président;DOUINE;Thierry;763;DOUINE Thierry
1422;MME;Présidente;GRANDPIERRE-MANGIN;Catherine;763;GRANDPIERRE-MANGIN Catherine
1423;M;Président;PELLETIER;Loïc;764;PELLETIER Loïc
1424;M;Délégué général;MUGNIER;Olivier;764;MUGNIER Olivier
1425;M;Président;GOURCEROL;Jérôme;765;GOURCEROL Jérôme
1426;M;Président;COTTE;Robert;766;COTTE Robert
1427;M;Président;BARANNE;Bruno;767;BARANNE Bruno
1428;MME;Directrice Générale;POMMARET;Eugénia;767;POMMARET Eugénia
1429;M;Président;CHABAUTY;Alain;768;CHABAUTY Alain
1430;M;Secrétaire Général;RENAUD;Olivier;768;RENAUD Olivier
1431;M;Dirigeant-Gérant;GOVERNATORI;Jean-Joel;769;GOVERNATORI Jean-Joel
1432;M;Délégué général;TAVERNIER;Philippe;770;TAVERNIER Philippe
1433;M;Président;DE BENTZMANN;Godefroy;770;DE BENTZMANN Godefroy
1434;MME;Présidente;SAADA-BENABEN;Céline;771;SAADA-BENABEN Céline
1435;MME;Directrice juridique France;VUAILLAT;Nathalie;771;VUAILLAT Nathalie
1436;M;Président;HENNAUT;Benoit;772;HENNAUT Benoit
1437;MME;Présidente;LASSARAT;Léa;773;LASSARAT Léa
1438;M;Directeur Général;LEHERICY;Eric;773;LEHERICY Eric
1439;MME;Présidente;MALIS;Marie-José;774;MALIS Marie-José
1440;M;président;TRICHET;Mickael;775;TRICHET Mickael
1441;M;secretaire général;GUYOT;Francois;775;GUYOT Francois
1442;M;Président;FOUCHE;Lionel;776;FOUCHE Lionel
1443;M;Directeur Général Délégué;FEREY;Daniel;777;FEREY Daniel
1444;M;Président;DELFRAISSY;Jean-François;778;DELFRAISSY Jean-François
1445;MME;Vice-présidente;BARRÉ-SINOUSSI;Françoise;778;BARRÉ-SINOUSSI Françoise
1446;M;Secrétaire général;PIZARRO;Louis;778;PIZARRO Louis
1447;MME;Trésorière;KIENY;Marie-Paule;778;KIENY Marie-Paule
1448;M;PRESIDENT;FAIVRE;Fabrice;779;FAIVRE Fabrice
1449;M;Président Directeur Général;PELISSON;Gilles;780;PELISSON Gilles
1450;MME;Présidente;LIPS;Marie-Martine;781;LIPS Marie-Martine
1451;M;Directeur;OGER;Christian;781;OGER Christian
1452;M;Président;CAPELLE;Patrice;782;CAPELLE Patrice
1453;M;President;PECRESSE;Jerome;783;PECRESSE Jerome
1454;M;Président;PLANTIN;Philippe;784;PLANTIN Philippe
1455;M;Secrétaire Général;BAILLEUL;Patrick;784;BAILLEUL Patrick
1456;MME;Présidente;IDIR;Naima;785;IDIR Naima
1457;M;Vice-Président;CHONÉ;Fabien;785;CHONÉ Fabien
1458;MME;Présidente;RICHARD;Nicole;786;RICHARD Nicole
1459;MME;Secrétaire Général;ROMBAUX;Dorothee;786;ROMBAUX Dorothee
1460;M;PRESIDENT;LONDICHE;Antoine;787;LONDICHE Antoine
1461;M;Directeur;LAM;Bou;788;LAM Bou
1462;MME;PRESIDENTE;JOLIVET;Brigitte;789;JOLIVET Brigitte
1463;MME;MEMBRE DU CONSEIL D'ADMINISTRATION - COMMUNICATION;LEVRAULT;Marie Catherine;789;LEVRAULT Marie Catherine
1464;MME;Directrice générale;HATCHONDO;Régine;790;HATCHONDO Régine
1465;MME;Présidente du Directoire;CAYLA;Véronique;790;CAYLA Véronique
1466;MME;Présidente;VON EUW;Stéphanie;791;VON EUW Stéphanie
1467;M;Secrétaire Général;ABD EL FATAH ALAZAB;Samir;792;ABD EL FATAH ALAZAB Samir
1468;M;Président;LAMBLIN;Jean-Luc;793;LAMBLIN Jean-Luc
1469;M;Trésorier;MATHIEU;Vincent;793;MATHIEU Vincent
1470;M;Président et président du directoire;NUSSE;Olivier;794;NUSSE Olivier
1471;M;Membre du directoire et directeur général adjoint;PICAUD;Patrick;794;PICAUD Patrick
1472;M;Membre du directoire et directeur général adjoint;DE GASQUET;Sébastien;794;DE GASQUET Sébastien
1473;M;Président;CORNU;Christophe;795;CORNU Christophe
1474;M;Président Fondateur;LAHLOU;Rachid;796;LAHLOU Rachid
1475;M;Directeur Exécutif;KHELLADI;Mahieddine;796;KHELLADI Mahieddine
1476;M;Directeur général;MONTERO;Serge;797;MONTERO Serge
1477;M;Président;REVEILHAC;Guillaume;798;REVEILHAC Guillaume
1478;M;Président;DE GARDELLE;Luc;799;DE GARDELLE Luc
1479;MME;PRESIDENT;BOY DE LA TOUR;Nathalie;800;BOY DE LA TOUR Nathalie
1480;M;DIRECTEUR GENERAL EXECUTIF;QUILLOT;Didier;800;QUILLOT Didier
1481;M;Managing Director Europe;BRANDENBURG;Martin;801;BRANDENBURG Martin
1482;MME;Secrétaire;BIEGEL;Cathy;802;BIEGEL Cathy
1483;M;Vice-président;COURTEUGE;Patrick-Henri;802;COURTEUGE Patrick-Henri
1484;M;Vice-président;BESSET;Yves;802;BESSET Yves
1485;M;Trésorier;MAHE;Emmanuel;802;MAHE Emmanuel
1486;MME;Présidente;GUIGNARD;Patricia;802;GUIGNARD Patricia
1487;M;Président-Directeur Général;RICHARD;Stéphane;803;RICHARD Stéphane
1488;M;Secrétaire général;GUÉRIN;Nicolas;803;GUÉRIN Nicolas
1489;M;President;KHAYAT;David;804;KHAYAT David
1490;M;Directeur France;GROLLEAU;Laurent;805;GROLLEAU Laurent
1491;MME;Présidente;TRESSE;Dominique;805;TRESSE Dominique
1492;M;Président;CARDONA;Christian;806;CARDONA Christian
1493;M;Président;DOLLEANS;Jean Luc;807;DOLLEANS Jean Luc
1494;M;PRESIDENT;ROUE;Guillaume;808;ROUE Guillaume
1495;M;Président;MASSON;Laurent;809;MASSON Laurent
1496;M;Président de la FUB;SCHNEIDER;Olivier;810;SCHNEIDER Olivier
1497;M;Président;VOVK;Alexis;811;VOVK Alexis
1498;MME;gérant;VIAU;Claude;812;VIAU Claude
1499;M;Président;SCHNEPP;Gilles;813;SCHNEPP Gilles
1500;M;Délégué général;LAVIGNE;Benoit;813;LAVIGNE Benoit
1501;M;Président;LOSFELD;Jimmy;814;LOSFELD Jimmy
1502;M;Trésorier;CHARPENTIER;Jean-Pascal;814;CHARPENTIER Jean-Pascal
1503;M;Directeur général;GENET;Maixent;814;GENET Maixent
1504;M;Area Manager France, Belgique, Pays-Bas;CHAD;Robert;815;CHAD Robert
1505;M;Président;BRIÈRE;Pascal;816;BRIÈRE Pascal
1506;M;Directeur général - Pharmacien Responsable;LE DOEUFF;Emmanuel;816;LE DOEUFF Emmanuel
1507;M;Président;CHATEL;Luc;817;CHATEL Luc
1508;M;Directeur Général;RENAUDIN;André;818;RENAUDIN André
1509;M;PRESIDENT;SCHERER;Christian;819;SCHERER Christian
1510;M;Secrétaire Général et Directeur juridique;TORREA;Frédéric;819;TORREA Frédéric
1511;M;Directeur BU Mines;PEYTHIEU;Jacques;820;PEYTHIEU Jacques
1512;M;Président;DAOULAS;Didier;821;DAOULAS Didier
1513;M;Vice Président;PASTOREL;Armand;821;PASTOREL Armand
1514;M;Administrateur;ATTAS;Maurice;821;ATTAS Maurice
1515;M;Administrateur;LAZARSKI;Alain;821;LAZARSKI Alain
1516;M;Administrateur;BASTIEN;Charles;821;BASTIEN Charles
1517;M;Administrateur;GUITTARD;Frédéric;821;GUITTARD Frédéric
1518;M;Président;BOURLEZ;Adrien;822;BOURLEZ Adrien
1519;M;Co-président;JAULIN;Davy;823;JAULIN Davy
1520;M;Co-président;BOUANCHEAU;Jordy;823;BOUANCHEAU Jordy
1521;M;Président Directeur Général;DE CHALENDAR;Pierre-André;824;DE CHALENDAR Pierre-André
1522;M;Président;BECQUET;Jean-Christophe;825;BECQUET Jean-Christophe
1523;M;Délégué général;COUCHET;Frédéric;825;COUCHET Frédéric
1524;M;Président;LOPEZ;Franck;826;LOPEZ Franck
1525;M;Secrétaire Général Directeur des Services;MARTIN;Claude;826;MARTIN Claude
1526;M;Président;PISSIER;Antoine;827;PISSIER Antoine
1527;M;Délégué Général;MATHON;Damien;827;MATHON Damien
1528;M;Président 2018-2020;FAREY;Loïc;828;FAREY Loïc
1529;M;Président;COSTASEQUE;Jean-Michel;829;COSTASEQUE Jean-Michel
1530;MME;DIRECTRICE GENERALE;WAHL;Delphine;829;WAHL Delphine
1531;M;Directeur Général;ALLIGNER;Gilles;830;ALLIGNER Gilles
1532;M;Président;LINDRON;Didier;831;LINDRON Didier
1533;M;Président;COIMBRA PAULO;Serge;832;COIMBRA PAULO Serge
1534;MME;1ere Vice Présidente;ROULAND;Dominique;832;ROULAND Dominique
1535;M;Vice Président;STAGLIANO;Fabien;832;STAGLIANO Fabien
1536;M;Vice Président;CASIMONT;Serge;832;CASIMONT Serge
1537;M;Vice Président;MAUDOUIT;Jérémy;832;MAUDOUIT Jérémy
1538;M;Trésorier général;LESTRADE;Thomas;832;LESTRADE Thomas
1539;MME;Trésorière adjointe;VERIN;Laina;832;VERIN Laina
1540;M;Secrétaire Général;SALOMON;Bruno;832;SALOMON Bruno
1541;MME;Présidente;WOLF-THAL;Carine;833;WOLF-THAL Carine
1542;M;Président;HONORAT;Stéphane;834;HONORAT Stéphane
1543;MME;Directrice Générale;BRUNEL;Méka;835;BRUNEL Méka
1544;M;Président;CORNEC;Stéphane;836;CORNEC Stéphane
1545;M;Président;CHENET;Didier;837;CHENET Didier
1546;M;Premier Vice Président;COHAT;Stéphane;838;COHAT Stéphane
1547;M;Deuxième Vice Président;PETORIN;Philippe;838;PETORIN Philippe
1548;M;Dirécteur général;HOUDOUIN;Christophe;838;HOUDOUIN Christophe
1549;M;Président;HAUTIER;Thierry;838;HAUTIER Thierry
1550;M;PRESIDENT;BEAUJANEAU;Jerome;839;BEAUJANEAU Jerome
1551;M;Président;CHOUET;Stéphane;840;CHOUET Stéphane
1552;M;Directeur;ELSESSER;Adam;841;ELSESSER Adam
1553;MME;Directrice;ROTHMAN;Lynn;841;ROTHMAN Lynn
1554;M;Directeur;PRAY;James;841;PRAY James
1555;M;Président;LE BOULER;Jacques;842;LE BOULER Jacques
1556;M;Président;DE SAINT JOUAN;Cedric;843;DE SAINT JOUAN Cedric
1557;M;Président du Syndicat JA 07;BERTRAND;Sylvain;844;BERTRAND Sylvain
1558;M;Directeur Général;FAVA;Daniel;845;FAVA Daniel
1559;M;Président;GAY-BELLILE;François;846;GAY-BELLILE François
1560;M;Directeur Général;LISSOWSKI;Antoine;847;LISSOWSKI Antoine
1561;M;Président;CAVALIER;Gerald;848;CAVALIER Gerald
1562;M;Directeur associé;LACCHIA;Laurent;848;LACCHIA Laurent
1563;M;Président;PHILIPPART;Eric;849;PHILIPPART Eric
1564;M;PRESIDENT;FIALIP;Yannick;850;FIALIP Yannick
1565;M;Président;PETIT;Bertrand;851;PETIT Bertrand
1566;M;Secrétaire Général;LAYA;Pascal;851;LAYA Pascal
1567;M;Délégué Général;BOCQUELET;Hubert;852;BOCQUELET Hubert
1568;M;Président;TOUZALIN;Olivier;852;TOUZALIN Olivier
1569;MME;Vice-Président Trésorier;ACAT-VERGNET;Muriel;852;ACAT-VERGNET Muriel
1570;M;Président;DUBOUT;Antoine;853;DUBOUT Antoine
1571;M;DIrecteur général;PERRIN;Antoine;853;PERRIN Antoine
1572;M;President Directeur General;BAKER;Richard;854;BAKER Richard
1573;M;Président;JAUZAC;Bernard;855;JAUZAC Bernard
1574;M;Président;GARRETA;André;856;GARRETA André
1575;M;Directeur Général;ELISSALDE;Patxi;856;ELISSALDE Patxi
1576;M;Président;BERETTA;Joseph;857;BERETTA Joseph
1577;MME;Secrétaire générale;GOUBET;Cécile;857;GOUBET Cécile
1578;M;Président;FROMENTIN;Thierry;858;FROMENTIN Thierry
1579;M;Directeur Général;FRAYSSINET;Vincent;858;FRAYSSINET Vincent
1580;M;Président Directeur Général;RELECOM;Charles;859;RELECOM Charles
1581;M;Directeur Général Délégué aux Finances;LASSUS;Jean Pierre;859;LASSUS Jean Pierre
1582;M;Administrateur;DUCLOS;Benjamin;860;DUCLOS Benjamin
1583;M;Président;DEGENNE;Laurent;861;DEGENNE Laurent
1584;M;Président;BONFILS;Michel;862;BONFILS Michel
1585;M;co-Président;DAUGER;Olivier;863;DAUGER Olivier
1586;M;co-Président;QUAAK;Jacques-Pierre;863;QUAAK Jacques-Pierre
1587;M;Secrétaire Général;LEMAISTRE;Jean;863;LEMAISTRE Jean
1588;M;Président;MARTIN;Christophe;864;MARTIN Christophe
1589;M;Président;BIENVENU;Bernard;865;BIENVENU Bernard
1590;M;Président;DUMONT;Jean-Louis;866;DUMONT Jean-Louis
1591;M;Président;GAYRAUD;Michel;867;GAYRAUD Michel
1592;M;PRESIDENT;POISSON;Patrick;868;POISSON Patrick
1593;M;PRESIDENT;TRULLEN;Bruno;869;TRULLEN Bruno
1594;MME;SECRETAIRE GENERALE;GALLAND;Celine;869;GALLAND Celine
1595;M;PRÉSIDENT;GRIZAUD;Alain;870;GRIZAUD Alain
1596;MME;Présidente d’EP France (personne morale présidente de Gazel Energie Generation);LEVASSEUR;Olivia;871;LEVASSEUR Olivia
1597;M;Président;JULIER;Thierry;872;JULIER Thierry
1598;M;Président;KAHN;Pierre;873;KAHN Pierre
1599;MME;Déléguée générale;QUENIN;Marine;873;QUENIN Marine
1600;M;Président;FAURE;Guillaume-Denis;874;FAURE Guillaume-Denis
1601;M;PRESIDENT;LEZE;Jean-Marc;875;LEZE Jean-Marc
1602;M;Vice-président;LABOUX;Olivier;876;LABOUX Olivier
1603;MME;Vice-présidente;GANGLOFF-ZIEGLER;Christine;876;GANGLOFF-ZIEGLER Christine
1604;M;Président;ROUSSEL;Gilles;876;ROUSSEL Gilles
1605;M;Président;VIENNE;Frédéric;877;VIENNE Frédéric
1606;M;PRESIDENT;CROZAT;Jerome;878;CROZAT Jerome
1607;M;Secrétaire général;DE PRUNELÉ;Stéphane;879;DE PRUNELÉ Stéphane
1608;MME;Présidente;HUBERT;Elisabeth;880;HUBERT Elisabeth
1609;M;Président Directeur Général;DUBUC;Martin;881;DUBUC Martin
1610;M;Country Manager;CAPOUL;Henri;882;CAPOUL Henri
1611;M;Global Legal Counsel;KINK;Ahto;882;KINK Ahto
1612;M;Expansion Manager;BELOUSSOV;Jevgeni;882;BELOUSSOV Jevgeni
1613;MME;Chief Communications Officer;HOWARD-ALLEN;Flic;883;HOWARD-ALLEN Flic
1614;M;Group Markets Director;HAAGENSEN;Thomas;883;HAAGENSEN Thomas
1615;MME;Group People Director;BENNETT;Ella;883;BENNETT Ella
1616;M;Group Director Strategy and Network;CAREY;Robert;883;CAREY Robert
1617;MME;Chief Operating Officer;BROWNE;Chris;883;BROWNE Chris
1618;M;Chief Financial Officer;FINDLAY;Andrew;883;FINDLAY Andrew
1619;M;Chief Executive Officer;LUNDGREN;Johan;883;LUNDGREN Johan
1620;MME;Présidente;COLLI;Marine;884;COLLI Marine
1621;M;Directeur Général;CLEMENT;Jean-Paul;885;CLEMENT Jean-Paul
1622;M;Président;FOISY;Stéphane;886;FOISY Stéphane
1623;MME;Directrice générale;DAUDIER DE CASSINI - LEFEBVRE;Anne;887;DAUDIER DE CASSINI - LEFEBVRE Anne
1624;M;Directeur du Market Access et des Affaires gouvernementales;JOUBERT;Jean-Michel;887;JOUBERT Jean-Michel
1625;M;Président;GRENIER;Christian;888;GRENIER Christian
1626;M;Président;GAUD;Vincent;889;GAUD Vincent
1627;M;Secrétaire Général;RIDET;Christian;889;RIDET Christian
1628;M;Secrétaire Général;SANCHEZ;Marc;890;SANCHEZ Marc
1629;M;Président;BONHOMME;Emmanuel;891;BONHOMME Emmanuel
1630;M;Directeur Général;CHANDELLIER;Nicolas;892;CHANDELLIER Nicolas
1631;M;Président de Hammerson France, elle-même Président de Hammerson Asset Management;MOUTON;Jean-Philippe;893;MOUTON Jean-Philippe
