;secteur_activite;representants_id
2738;Recherche, innovation;684
2739;Santé, sécurité sociale;684
2740;Affaires étrangères, coopération internationale;685
2741;Agriculture, alimentation, pêche;685
2742;Commerce extérieur;685
2743;Recherche, innovation;685
2744;Pouvoirs publics, institutions, fonction publique;685
2745;Affaires étrangères, coopération internationale;686
2746;Concurrence, consommation;686
2747;Economie;686
2748;Professions réglementées;686
2749;Sports, loisirs, tourisme;686
2750;Agriculture, alimentation, pêche;687
2751;Travail, emploi, solidarité;687
2752;Environnement;687
2753;Logement, aménagement du territoire, urbanisme;687
2754;Economie;688
2755;Travail, emploi, solidarité;688
2756;Recherche, innovation;688
2757;Environnement;688
2758;Logement, aménagement du territoire, urbanisme;688
2759;Numérique;689
2760;Concurrence, consommation;690
2761;Economie;690
2762;Environnement;690
2763;Logement, aménagement du territoire, urbanisme;690
2764;Economie;691
2765;Transports, logistique;692
2766;Concurrence, consommation;693
2767;Economie;693
2768;Recherche, innovation;693
2769;Médias, industries culturelles;693
2770;Numérique;693
2771;Economie;694
2772;Fiscalité, finances publiques;694
2773;Environnement;694
2774;Sports, loisirs, tourisme;694
2775;Transports, logistique;694
2776;Concurrence, consommation;695
2777;Travail, emploi, solidarité;695
2778;Recherche, innovation;695
2779;Fiscalité, finances publiques;695
2780;Médias, industries culturelles;695
2781;Numérique;695
2782;Outre-mer;695
2783;Professions réglementées;695
2784;Santé, sécurité sociale;695
2785;Communications électroniques;695
2786;Transports, logistique;695
2787;Economie;696
2788;Energie;696
2789;Recherche, innovation;696
2790;Environnement;696
2791;Numérique;696
2792;Economie;697
2793;Numérique;697
2794;Communications électroniques;697
2795;Arts, patrimoine culturel;698
2796;Concurrence, consommation;698
2797;Economie;698
2798;Education, enseignement supérieur, formation;698
2799;Environnement;698
2800;Médias, industries culturelles;698
2801;Economie;699
2802;Energie;699
2803;Environnement;699
2804;Outre-mer;699
2805;Energie;700
2806;Environnement;700
2807;Travail, emploi, solidarité;701
2808;Concurrence, consommation;701
2809;Economie;701
2810;Education, enseignement supérieur, formation;701
2811;Environnement;701
2812;Travail, emploi, solidarité;702
2813;Fiscalité, finances publiques;702
2814;Justice;702
2815;Professions réglementées;702
2816;Travail, emploi, solidarité;703
2817;Logement, aménagement du territoire, urbanisme;703
2818;Questions migratoires;703
2819;Santé, sécurité sociale;704
2820;Agriculture, alimentation, pêche;705
2821;Concurrence, consommation;705
2822;Fiscalité, finances publiques;705
2823;Environnement;705
2824;Transports, logistique;706
2825;Arts, patrimoine culturel;707
2826;Education, enseignement supérieur, formation;707
2827;Numérique;707
2828;Questions de société;707
2829;Sports, loisirs, tourisme;707
2830;Communications électroniques;708
2831;Défense, sécurité;709
2832;Recherche, innovation;709
2833;Fiscalité, finances publiques;709
2834;Numérique;709
2835;Affaires étrangères, coopération internationale;710
2836;Travail, emploi, solidarité;710
2837;Fiscalité, finances publiques;710
2838;Numérique;710
2839;Sports, loisirs, tourisme;710
2840;Transports, logistique;711
2841;Logement, aménagement du territoire, urbanisme;712
2842;Economie;713
2843;Fiscalité, finances publiques;713
2844;Travail, emploi, solidarité;714
2845;Questions de société;714
2846;Logement, aménagement du territoire, urbanisme;715
2847;Défense, sécurité;716
2848;Recherche, innovation;716
2849;Numérique;716
2850;Communications électroniques;716
2851;Médias, industries culturelles;717
2852;Numérique;717
2853;Propriété intellectuelle;717
2854;Médias, industries culturelles;718
2855;Numérique;718
2856;Logement, aménagement du territoire, urbanisme;719
2857;Arts, patrimoine culturel;720
2858;Médias, industries culturelles;720
2859;Numérique;720
2860;Banques, assurances, secteur financier;721
2861;Travail, emploi, solidarité;721
2862;Santé, sécurité sociale;721
2863;Commerce extérieur;722
2864;Recherche, innovation;722
2865;Santé, sécurité sociale;722
2866;Agriculture, alimentation, pêche;723
2867;Concurrence, consommation;723
2868;Travail, emploi, solidarité;723
2869;Fiscalité, finances publiques;723
2870;Environnement;723
2871;Fiscalité, finances publiques;724
2872;Environnement;724
2873;Logement, aménagement du territoire, urbanisme;724
2874;Economie;725
2875;Energie;725
2876;Recherche, innovation;725
2877;Fiscalité, finances publiques;725
2878;Environnement;725
2879;Commerce extérieur;726
2880;Travail, emploi, solidarité;726
2881;Pouvoirs publics, institutions, fonction publique;726
2882;Agriculture, alimentation, pêche;727
2883;Concurrence, consommation;727
2884;Travail, emploi, solidarité;728
2885;Fiscalité, finances publiques;728
2886;Gouvernance d’entreprise;728
2887;Logement, aménagement du territoire, urbanisme;728
2888;Pouvoirs publics, institutions, fonction publique;728
2889;Economie;729
2890;Education, enseignement supérieur, formation;729
2891;Travail, emploi, solidarité;729
2892;Fiscalité, finances publiques;729
2893;Logement, aménagement du territoire, urbanisme;729
2894;Agriculture, alimentation, pêche;730
2895;Economie;730
2896;Recherche, innovation;730
2897;Environnement;730
2898;Santé, sécurité sociale;730
2899;Economie;731
2900;Travail, emploi, solidarité;731
2901;Fiscalité, finances publiques;731
2902;Santé, sécurité sociale;732
2903;Agriculture, alimentation, pêche;733
2904;Arts, patrimoine culturel;733
2905;Banques, assurances, secteur financier;733
2906;Economie;733
2907;Education, enseignement supérieur, formation;733
2908;Travail, emploi, solidarité;733
2909;Energie;733
2910;Fiscalité, finances publiques;733
2911;Gouvernance d’entreprise;733
2912;Environnement;733
2913;Justice;733
2914;Logement, aménagement du territoire, urbanisme;733
2915;Médias, industries culturelles;733
2916;Numérique;733
2917;Pouvoirs publics, institutions, fonction publique;733
2918;Santé, sécurité sociale;733
2919;Communications électroniques;733
2920;Transports, logistique;733
2921;Energie;734
2922;Environnement;734
2923;Logement, aménagement du territoire, urbanisme;734
2924;Transports, logistique;734
2925;Agriculture, alimentation, pêche;735
2926;Concurrence, consommation;735
2927;Recherche, innovation;735
2928;Médias, industries culturelles;735
2929;Propriété intellectuelle;735
2930;Agriculture, alimentation, pêche;736
2931;Economie;736
2932;Education, enseignement supérieur, formation;736
2933;Recherche, innovation;736
2934;Santé, sécurité sociale;736
2935;Economie;737
2936;Education, enseignement supérieur, formation;737
2937;Environnement;737
2938;Logement, aménagement du territoire, urbanisme;737
2939;Transports, logistique;737
2940;Concurrence, consommation;738
2941;Economie;738
2942;Education, enseignement supérieur, formation;738
2943;Travail, emploi, solidarité;738
2944;Santé, sécurité sociale;738
2945;Agriculture, alimentation, pêche;739
2946;Environnement;739
2947;Santé, sécurité sociale;739
2948;Agriculture, alimentation, pêche;740
2949;Commerce extérieur;740
2950;Concurrence, consommation;740
2951;Pouvoirs publics, institutions, fonction publique;740
2952;Santé, sécurité sociale;740
2953;Défense, sécurité;741
2954;Commerce extérieur;742
2955;Concurrence, consommation;742
2956;Economie;742
2957;Energie;742
2958;Environnement;742
2959;Défense, sécurité;743
2960;Education, enseignement supérieur, formation;743
2961;Professions réglementées;743
2962;Agriculture, alimentation, pêche;744
2963;Logement, aménagement du territoire, urbanisme;745
2964;Travail, emploi, solidarité;746
2965;Energie;746
2966;Fiscalité, finances publiques;746
2967;Environnement;746
2968;Transports, logistique;746
2969;Sports, loisirs, tourisme;747
2970;Concurrence, consommation;748
2971;Economie;748
2972;Energie;748
2973;Fiscalité, finances publiques;748
2974;Environnement;748
2975;Economie;749
2976;Fiscalité, finances publiques;749
2977;Gouvernance d’entreprise;749
2978;Numérique;749
2979;Professions réglementées;749
2980;Affaires étrangères, coopération internationale;750
2981;Commerce extérieur;750
2982;Concurrence, consommation;750
2983;Défense, sécurité;750
2984;Economie;750
2985;Education, enseignement supérieur, formation;750
2986;Travail, emploi, solidarité;750
2987;Energie;750
2988;Fiscalité, finances publiques;750
2989;Gouvernance d’entreprise;750
2990;Environnement;750
2991;Justice;750
2992;Logement, aménagement du territoire, urbanisme;750
2993;Numérique;750
2994;Propriété intellectuelle;750
2995;Communications électroniques;750
2996;Transports, logistique;750
2997;Banques, assurances, secteur financier;751
2998;Travail, emploi, solidarité;751
2999;Pouvoirs publics, institutions, fonction publique;751
3000;Santé, sécurité sociale;751
3001;Banques, assurances, secteur financier;752
3002;Santé, sécurité sociale;752
3003;Questions de société;752
3004;Défense, sécurité;753
3005;Recherche, innovation;753
3006;Transports, logistique;753
3007;Agriculture, alimentation, pêche;754
3008;Commerce extérieur;754
3009;Recherche, innovation;754
3010;Environnement;754
3011;Economie;755
3012;Sports, loisirs, tourisme;755
3013;Concurrence, consommation;756
3014;Economie;756
3015;Sports, loisirs, tourisme;756
3016;Banques, assurances, secteur financier;757
3017;Commerce extérieur;757
3018;Travail, emploi, solidarité;757
3019;Fiscalité, finances publiques;757
3020;Environnement;757
3021;Logement, aménagement du territoire, urbanisme;758
3022;Logement, aménagement du territoire, urbanisme;759
3023;Banques, assurances, secteur financier;760
3024;Energie;760
3025;Fiscalité, finances publiques;760
3026;Environnement;760
3027;Transports, logistique;760
3028;Agriculture, alimentation, pêche;761
3029;Commerce extérieur;762
3030;Economie;762
3031;Travail, emploi, solidarité;762
3032;Recherche, innovation;762
3033;Fiscalité, finances publiques;762
3034;Gouvernance d’entreprise;762
3035;Pouvoirs publics, institutions, fonction publique;762
3036;Banques, assurances, secteur financier;763
3037;Santé, sécurité sociale;763
3038;Concurrence, consommation;764
3039;Travail, emploi, solidarité;764
3040;Agriculture, alimentation, pêche;765
3041;Logement, aménagement du territoire, urbanisme;766
3042;Agriculture, alimentation, pêche;767
3043;Recherche, innovation;767
3044;Fiscalité, finances publiques;767
3045;Environnement;767
3046;Santé, sécurité sociale;767
3047;Agriculture, alimentation, pêche;768
3048;Concurrence, consommation;769
3049;Education, enseignement supérieur, formation;769
3050;Recherche, innovation;769
3051;Environnement;769
3052;Justice;769
3053;Logement, aménagement du territoire, urbanisme;769
3054;Médias, industries culturelles;769
3055;Pouvoirs publics, institutions, fonction publique;769
3056;Professions réglementées;769
3057;Questions de société;769
3058;Education, enseignement supérieur, formation;770
3059;Travail, emploi, solidarité;770
3060;Recherche, innovation;770
3061;Fiscalité, finances publiques;770
3062;Numérique;770
3063;Commerce extérieur;771
3064;Economie;771
3065;Numérique;771
3066;Pouvoirs publics, institutions, fonction publique;772
3067;Economie;773
3068;Education, enseignement supérieur, formation;773
3069;Recherche, innovation;773
3070;Logement, aménagement du territoire, urbanisme;773
3071;Pouvoirs publics, institutions, fonction publique;773
3072;Arts, patrimoine culturel;774
3073;Travail, emploi, solidarité;774
3074;Fiscalité, finances publiques;774
3075;Médias, industries culturelles;774
3076;Questions de société;774
3077;Agriculture, alimentation, pêche;775
3078;Agriculture, alimentation, pêche;776
3079;Défense, sécurité;777
3080;Energie;777
3081;Fiscalité, finances publiques;777
3082;Environnement;777
3083;Outre-mer;777
3084;Affaires étrangères, coopération internationale;778
3085;Défense, sécurité;778
3086;Education, enseignement supérieur, formation;778
3087;Travail, emploi, solidarité;778
3088;Recherche, innovation;778
3089;Environnement;778
3090;Logement, aménagement du territoire, urbanisme;778
3091;Numérique;778
3092;Outre-mer;778
3093;Pouvoirs publics, institutions, fonction publique;778
3094;Questions migratoires;778
3095;Santé, sécurité sociale;778
3096;Agriculture, alimentation, pêche;779
3097;Travail, emploi, solidarité;779
3098;Fiscalité, finances publiques;779
3099;Environnement;779
3100;Médias, industries culturelles;780
3101;Numérique;780
3102;Propriété intellectuelle;780
3103;Banques, assurances, secteur financier;781
3104;Concurrence, consommation;781
3105;Economie;781
3106;Education, enseignement supérieur, formation;781
3107;Travail, emploi, solidarité;781
3108;Energie;781
3109;Recherche, innovation;781
3110;Gouvernance d’entreprise;781
3111;Environnement;781
3112;Logement, aménagement du territoire, urbanisme;781
3113;Médias, industries culturelles;781
3114;Pouvoirs publics, institutions, fonction publique;781
3115;Professions réglementées;781
3116;Santé, sécurité sociale;781
3117;Questions de société;781
3118;Sports, loisirs, tourisme;781
