;domaines_intervention_actions_menees;activite_id
3940;Collectivités territoriales;1832
3941;Finances;1833
3942;Logement;1833
3943;Construction;1833
3944;Protection des données;1834
3945;Transport de fret;1835
3946;Transport de voyageurs;1835
3947;Infrastructures;1835
3948;Défense;1836
3949;Sécurité nationale;1836
3950;Défense;1837
3951;Protection des données;1838
3952;Défense;1839
3953;Transport de fret;1840
3954;Transport de voyageurs;1840
3955;Infrastructures;1840
3956;Défense;1841
3957;Sécurité nationale;1841
3958;Logement;1842
3959;Partenariats public/privé;1843
3960;Impôts;1844
3961;Logement;1845
3962;Prévention;1846
3963;Médicaments;1846
3964;Soins et maladies;1846
3965;Système de santé et médico-social;1846
3966;Prévention;1847
3967;Médicaments;1847
3968;Soins et maladies;1847
3969;Système de santé et médico-social;1847
3970;Justice civile;1848
3971;Médicaments;1849
3972;Soins et maladies;1849
3973;Système de santé et médico-social;1849
3974;Justice civile;1849
3975;Institutions judiciaires;1849
3976;Industrie aéronautique;1850
3977;Recherche et innovation;1851
3978;Sécurité nationale;1852
3979;Industrie aéronautique;1853
3980;Défense;1854
3981;Défense;1855
3982;Marché du numérique;1856
3983;Tourisme/hôtellerie;1857
3984;Formation professionnelle;1857
3985;Occupation des sols;1857
3986;Accès à la culture;1858
3987;Tourisme/hôtellerie;1858
3988;Formation professionnelle;1858
3989;Occupation des sols;1858
3990;Recherche et innovation;1859
3991;Education;1860
3992;Recherche et innovation;1860
3993;Enseignement supérieur;1860
3994;Recherche et innovation;1861
3995;Protection des données;1861
3996;Marché du numérique;1861
3997;Recherche et innovation;1862
3998;Marché du numérique;1862
3999;Agriculture;1863
4000;Agriculture;1864
4001;Agriculture;1865
4002;Agriculture;1866
4003;Agriculture;1867
4004;Agriculture;1868
4005;Agriculture;1869
4006;Développement des territoires;1870
4007;Agriculture;1870
4008;Agriculture;1871
4009;Agriculture;1872
4010;Agriculture;1873
4011;Agriculture;1874
4012;Agriculture;1875
4013;Agriculture;1876
4014;Agriculture;1877
4015;Agriculture;1878
4016;Agriculture;1879
4017;Agriculture;1880
4018;Agriculture;1881
4019;Agriculture;1882
4020;Agriculture;1883
4021;Agriculture;1884
4022;Agriculture;1885
4023;Agriculture;1886
4024;Agriculture;1887
4025;Agriculture;1888
4026;Agriculture;1889
4027;Agriculture;1890
4028;Agriculture;1891
4029;Agriculture;1892
4030;Agriculture;1893
4031;Agriculture;1894
4032;Agriculture;1895
4033;Agriculture;1896
4034;Agriculture;1897
4035;Agriculture;1898
4036;Agriculture;1899
4037;Agriculture;1900
4038;Agriculture;1901
4039;Agriculture;1902
4040;Agriculture;1903
4041;Agriculture;1904
4042;Agriculture;1905
4043;Agriculture;1906
4044;Agriculture;1907
4045;Agriculture;1908
4046;Agriculture;1909
4047;Professions réglementées;1910
4048;PME/TPE;1910
4049;Aides aux entreprises;1910
4050;Droit du travail;1911
4051;Formation professionnelle;1911
4052;Bâtiments et travaux publics;1911
4053;Assurance chômage;1912
4054;Formation professionnelle;1912
4055;Bâtiments et travaux publics;1912
4056;Bâtiments et travaux publics;1913
4057;Logement;1913
4058;Construction;1913
4059;Développement des territoires;1913
4060;PME/TPE;1914
4061;Bâtiments et travaux publics;1914
4062;Logement;1914
4063;Construction;1914
4064;Bâtiments et travaux publics;1915
4065;Développement des territoires;1915
4066;Sports;1916
4067;Sports;1917
4068;Déchets;1918
4069;Déchets;1919
4070;Déchets;1920
4071;Système de santé et médico-social;1921
4072;Système de santé et médico-social;1922
4073;Système de santé et médico-social;1923
4074;Système de santé et médico-social;1924
4075;Aides aux entreprises;1925
4076;Collectivités territoriales;1925
4077;Droits des victimes;1926
4078;Justice pénale;1926
4079;Famille;1926
4080;Droits des victimes;1927
4081;Justice pénale;1927
4082;Droits des victimes;1928
4083;Justice pénale;1928
4084;Justice pénale;1929
4085;Droits des victimes;1930
4086;Droits des victimes;1931
4087;Justice pénale;1931
4088;Déchets;1932
4089;Industrie agroalimentaire;1932
4090;Taxes;1933
4091;Industrie agroalimentaire;1933
4092;Transport de voyageurs;1934
4093;Politique industrielle;1934
4094;Impact des transports marchands et collectifs;1934
4095;Recherche et innovation;1934
4096;Energies renouvelables;1934
4097;Institutions européennes;1935
4098;Politique industrielle;1935
4099;Transport de voyageurs;1936
4100;Politique industrielle;1936
4101;Impact des transports marchands et collectifs;1936
4102;Recherche et innovation;1936
4103;Energies renouvelables;1936
4104;Institutions européennes;1937
4105;Politique industrielle;1937
4106;Taxes;1938
4107;Tourisme/hôtellerie;1938
4108;Collectivités territoriales;1938
4109;Taxes;1939
4110;Tourisme/hôtellerie;1939
4111;Collectivités territoriales;1939
4112;Transport de fret;1940
4113;Transport de voyageurs;1940
4114;Transport de fret;1941
4115;Infrastructures;1941
4116;Industrie agroalimentaire;1942
4117;Principe de précaution;1943
4118;Industrie agroalimentaire;1944
4119;Taxes;1945
4120;Industrie agroalimentaire;1945
4121;Banques;1946
4122;Marchés réglementés;1946
4123;Marchés réglementés;1947
4124;Sécurité nationale;1948
4125;Finances;1949
4126;Dialogue social;1950
4127;Formation professionnelle;1951
4128;Politique industrielle;1951
4129;Enseignement supérieur;1951
4130;Marché du numérique;1951
4131;Budget;1951
4132;Formation professionnelle;1952
4133;Politique industrielle;1952
4134;Enseignement supérieur;1952
4135;Marché du numérique;1952
4136;Budget;1952
4137;Taxes;1953
4138;Dialogue social;1953
4139;Système de santé et médico-social;1953
4140;Taxes;1954
4141;Système de santé et médico-social;1954
4142;Remboursements;1955
4143;Système de santé et médico-social;1955
4144;Budget;1956
4145;Système de santé et médico-social;1957
4146;Budget;1957
4147;Assurance chômage;1958
4148;Système de santé et médico-social;1958
4149;Impôts;1959
4150;Système de santé et médico-social;1960
4151;Handicap;1960
4152;Prévention;1961
4153;Système de santé et médico-social;1961
4154;Accidents et catastrophes naturelles;1961
4155;Handicap;1961
4156;Humanitaire;1961
4157;Système de santé et médico-social;1962
4158;Budget;1963
4159;Système de santé et médico-social;1964
4160;Système de santé et médico-social;1965
4161;Système de santé et médico-social;1966
4162;Système de santé et médico-social;1967
4163;Système de santé et médico-social;1968
4164;Assurances;1969
4165;Assurances;1970
4166;Assurances;1971
4167;Assurances;1972
4168;Justice civile;1972
4169;Finances;1973
4170;Assurances;1973
4171;Assurances;1974
4172;Remboursements;1974
4173;Assurances;1975
4174;Assurances;1976
4175;Institutions judiciaires;1976
4176;Assurances;1977
4177;Marché du numérique;1977
4178;Assurances;1978
4179;Remboursements;1978
4180;Assurances;1979
4181;Assurances;1980
4182;Assurances;1981
4183;Impôts;1981
4184;Retraites;1982
4185;Agriculture;1983
4186;Agriculture;1984
4187;Agriculture;1985
4188;Soins et maladies;1986
4189;Système de santé et médico-social;1986
4190;Sécurité nationale;1987
4191;Protection des données;1988
4192;Politique industrielle;1989
4193;Industrie agroalimentaire;1989
4194;Développement des territoires;1989
4195;Agriculture;1989
4196;Sécurité et normes alimentaires;1990
4197;Industrie agroalimentaire;1990
4198;Développement des territoires;1990
4199;Agriculture;1990
4200;Transport de voyageurs;1991
4201;Accès à la culture;1991
4202;Education;1991
4203;Taxes;1992
4204;Marchés réglementés;1992
4205;Education;1993
4206;Marché du numérique;1993
4207;Taxes;1994
4208;Impôts;1994
4209;Budget;1994
4210;Education;1995
4211;Marché du numérique;1995
4212;Transport de voyageurs;1996
4213;Accès à la culture;1996
4214;Education;1996
4215;Transport de voyageurs;1997
4216;Prévention;1998
4217;Déchets;1998
4218;Impact de l'activité industrielle;1998
4219;Prévention;1999
4220;Protection des marques;2000
4221;PME/TPE;2000
4222;Politique industrielle;2000
4223;Protection des marques;2001
4224;PME/TPE;2001
4225;Politique industrielle;2001
4226;Dialogue social;2002
4227;Politique industrielle;2003
4228;Protection des marques;2004
4229;PME/TPE;2004
4230;Taxation;2004
4231;Politique industrielle;2005
4232;PME/TPE;2006
4233;Taxation;2006
4234;Protection des marques;2007
4235;Justice civile;2008
4236;Institutions judiciaires;2008
4237;Asile;2009
4238;Immigration;2009
4239;Taxes;2010
4240;Budget;2010
4241;Droits des victimes;2011
4242;Droits et libertés fondamentales;2011
4243;Discriminations;2011
4244;Egalité des chances;2011
4245;Egalité femmes/hommes;2011
4246;Ordre administratif;2012
4247;Droits et libertés fondamentales;2012
4248;Justice civile;2012
4249;Justice pénale;2012
4250;Professions réglementées;2013
4251;Marchés réglementés;2013
4252;Ordre administratif;2013
4253;Justice civile;2013
4254;Justice civile;2014
4255;Justice pénale;2014
4256;Institutions judiciaires;2014
4257;Justice civile;2015
4258;Justice pénale;2015
4259;Institutions judiciaires;2015
4260;Asile;2016
4261;Immigration;2016
4262;Justice civile;2017
4263;Justice pénale;2017
4264;Institutions judiciaires;2017
4265;Droits et libertés fondamentales;2018
4266;Justice civile;2018
4267;Justice pénale;2018
4268;Justice civile;2019
4269;Justice pénale;2019
4270;Institutions judiciaires;2019
4271;Justice civile;2020
4272;Justice pénale;2020
4273;Institutions judiciaires;2020
4274;Droits et libertés fondamentales;2021
4275;Justice pénale;2021
4276;Justice civile;2022
4277;Justice civile;2023
4278;Justice pénale;2023
4279;Institutions pénitentiaires;2023
4280;Institutions judiciaires;2023
4281;Budget;2023
4282;Marchés réglementés;2024
4283;Professions réglementées;2025
4284;Professions réglementées;2026
4285;Budget;2026
4286;Droits et libertés fondamentales;2027
4287;Justice civile;2027
4288;Justice pénale;2027
4289;Institutions pénitentiaires;2027
4290;Institutions judiciaires;2027
4291;Secret des affaires / Secret professionnel;2028
4292;Droits et libertés fondamentales;2028
4293;Justice pénale;2028
4294;Taxes;2029
4295;Déchets;2029
4296;Transport de voyageurs;2030
4297;Transport de voyageurs;2031
4298;Remboursements;2032
4299;Remboursements;2033
4300;Transport de voyageurs;2034
4301;Transport de voyageurs;2035
4302;Transport de voyageurs;2036
4303;Transport de voyageurs;2037
4304;Discriminations;2038
4305;Transport de voyageurs;2039
4306;Formation professionnelle;2040
4307;Discriminations;2041
4308;Transport de voyageurs;2042
4309;Transport de voyageurs;2043
4310;Transport de voyageurs;2044
4311;Transport de voyageurs;2045
4312;Transport de voyageurs;2046
4313;Transport de voyageurs;2047
4314;Transport de voyageurs;2048
4315;Transport de voyageurs;2049
4316;Transport de voyageurs;2050
4317;Transport de voyageurs;2051
4318;Transport de voyageurs;2052
4319;Discriminations;2053
4320;Transport de voyageurs;2054
4321;Transport de voyageurs;2055
4322;Discriminations;2056
4323;Transport de voyageurs;2057
4324;Transport de voyageurs;2058
4325;Transport de voyageurs;2059
4326;Transport de voyageurs;2060
4327;Transport de voyageurs;2061
4328;Transport de voyageurs;2062
4329;Transport de voyageurs;2063
4330;Prévention;2064
4331;Prévention;2065
4332;Soins et maladies;2065
4333;Système de santé et médico-social;2065
4334;Transport de voyageurs;2066
4335;Transport de voyageurs;2067
4336;Prévention;2068
4337;Prévention;2069
4338;Prévention;2070
4339;Soins et maladies;2070
4340;Système de santé et médico-social;2070
4341;Egalité des chances;2071
4342;Prévention;2072
4343;Soins et maladies;2072
4344;Système de santé et médico-social;2072
4345;Egalité des chances;2073
4346;Droit du travail;2074
4347;Patrimoine;2074
4348;Formation professionnelle;2074
4349;Appellations;2074
4350;Développement des territoires;2074
4351;Normes de production;2075
4352;Droit du travail;2075
4353;Formation professionnelle;2075
4354;Appellations;2075
4355;Développement des territoires;2075
4356;Prévention;2076
4357;Industrie agroalimentaire;2076
4358;Agriculture;2076
4359;Prévention;2077
4360;Industrie agroalimentaire;2077
4361;Agriculture;2077
4362;Industrie agroalimentaire;2078
4363;Agriculture;2078
4364;Agriculture;2079
4365;Agriculture;2080
4366;Agriculture;2081
4367;Agriculture;2082
4368;Agriculture;2083
4369;Agriculture;2084
4370;Agriculture;2085
4371;Agriculture;2086
4372;PME/TPE;2087
4373;Droit du travail;2087
4374;Impôts;2088
4375;PME/TPE;2088
4376;PME/TPE;2089
4377;Droit du travail;2089
4378;Taxes;2090
4379;Impôts;2090
4380;PME/TPE;2090
4381;Droit du travail;2090
4382;Taxes;2091
4383;Impôts;2091
4384;PME/TPE;2091
4385;Droit du travail;2091
4386;Aides aux entreprises;2091
4387;Taxes;2092
4388;Impôts;2092
4389;Droit du travail;2092
4390;Taxes;2093
4391;Impôts;2093
4392;PME/TPE;2093
4393;Taxes;2094
4394;PME/TPE;2094
4395;Droit du travail;2094
4396;Collectivités territoriales;2094
4397;Budget;2094
4398;Taxes;2095
4399;PME/TPE;2095
4400;Droit du travail;2095
4401;Taxes;2096
4402;PME/TPE;2096
4403;Droit du travail;2096
4404;Aides aux entreprises;2096
4405;Taxes;2097
4406;Impôts;2097
4407;PME/TPE;2097
4408;Droit du travail;2097
4409;PME/TPE;2098
4410;Droit du travail;2098
4411;Taxes;2099
4412;Impôts;2099
4413;PME/TPE;2099
4414;Droit du travail;2099
4415;Taxes;2100
4416;Impôts;2100
4417;PME/TPE;2100
4418;Impôts;2101
4419;PME/TPE;2101
4420;PME/TPE;2102
4421;Droit du travail;2102
4422;Développement économique des outre-mer;2103
4423;Agriculture;2103
4424;Prévention;2104
4425;Recherche et innovation;2104
4426;Taxes;2105
4427;Economie des outre-mer;2105
4428;Soins et maladies;2106
4429;Système de santé et médico-social;2106
4430;Développement économique des outre-mer;2107
4431;Economie des outre-mer;2107
4432;Pêche;2107
4433;Bâtiments et travaux publics;2108
4434;Construction;2108
4435;Economie des outre-mer;2108
4436;Taxes;2109
4437;Cinéma;2109
4438;Soins et maladies;2110
4439;Budget;2110
4440;Taxes;2111
4441;Industrie agroalimentaire;2112
4442;PME/TPE;2113
4443;Taxes;2114
4444;Impôts;2114
4445;Bâtiments et travaux publics;2114
4446;Logement;2114
4447;Construction;2114
4448;Bâtiments et travaux publics;2115
4449;Logement;2115
4450;Construction;2115
4451;PME/TPE;2116
4452;Droit du travail;2117
4453;Taxes;2118
4454;Défense;2119
4455;Sécurité nationale;2119
4456;Droit du travail;2120
4457;Droit du travail;2121
4458;Transport de voyageurs;2122
4459;Infrastructures;2122
4460;Taxes;2123
4461;Droit du travail;2124
4462;Sécurité nationale;2125
4463;Remboursements;2126
4464;Médicaments;2126
4465;Soins et maladies;2127
4466;Système de santé et médico-social;2127
4467;Médicaments;2128
4468;Système de santé et médico-social;2128
4469;Remboursements;2129
4470;Soins et maladies;2129
4471;Soins et maladies;2130
4472;Politique industrielle;2131
4473;Budget;2131
4474;Soins et maladies;2132
4475;Remboursements;2133
4476;Système de santé et médico-social;2133
4477;Médicaments;2134
4478;Système de santé et médico-social;2134
4479;Médicaments;2135
4480;Système de santé et médico-social;2135
4481;Médicaments;2136
4482;Soins et maladies;2136
4483;Système de santé et médico-social;2136
4484;Médicaments;2137
4485;Système de santé et médico-social;2137
4486;Remboursements;2138
4487;Système de santé et médico-social;2138
4488;Médicaments;2139
4489;Système de santé et médico-social;2139
4490;Remboursements;2140
4491;Soins et maladies;2140
