;civilite_collaborateur;fonction_collaborateur;nom_collaborateur;prenom_collaborateur;representants_id;nom_prenom_collaborateur
2016;M;Vice-président Secrétaire;FOURMAUX;Louis-Pierre;598;FOURMAUX Louis-Pierre
2017;M;Vice-Président Industrie;NICOLAS;Franck;598;NICOLAS Franck
2018;M;Vice Président Adjoint Industrie;FERRAND;Pascal;598;FERRAND Pascal
2019;M;Vice-Président Commerce;STREISSEL;Eric;598;STREISSEL Eric
2020;MME;Trésorerie adjointe;ANDRE;Laurence;598;ANDRE Laurence
2021;M;Président commission de discipline;DE DECKER;André;598;DE DECKER André
2022;MME;Membre;LE BRIS;Hélène;598;LE BRIS Hélène
2023;M;Membre;COWET;Vincent;598;COWET Vincent
2024;M;Membre;RAULT;Claude;598;RAULT Claude
2025;M;Membre;GUILLOU;Christian;598;GUILLOU Christian
2026;M;Membre;MENORET;Charles;598;MENORET Charles
2027;MME;Directrice de la Régulation SNCF Mobilités;DAZIANO;Laurence;599;DAZIANO Laurence
2028;M;Directeur délégué à la régulation Gares & Connexions;MIALOT;Stéphane;599;MIALOT Stéphane
2029;M;Directeur général délégué Performance;EMMERICH;Mathias;599;EMMERICH Mathias
2030;M;PDG;FARANDOU;Jean-Pierre;599;FARANDOU Jean-Pierre
2031;M;DGD Gares & Connexions;SOLARD;Claude;599;SOLARD Claude
2032;MME;Déléguée générale;MERCIER;Isaure;600;MERCIER Isaure
2033;M;;DENIS;Julien;601;DENIS Julien
2034;M;Secrétaire Général;MORIZE;Franck;602;MORIZE Franck
2035;M;Directeur des Affaires Institutionnelles et des Relations Industrielles;ERMINIO;Eschena;603;ERMINIO Eschena
2036;M;;DUPEYRAT;Pascal;604;DUPEYRAT Pascal
2037;M;;CHARLET;Jean-Robert;605;CHARLET Jean-Robert
2038;M;secrétaire général;CHARLET;Jean-Robert;605;CHARLET Jean-Robert
2039;M;;PETIT;Eric;606;PETIT Eric
2040;MME;Animatrice;FERRON;Lucille;607;FERRON Lucille
2041;MME;Directrice de cabinet du Président;AUBERT;Diane;608;AUBERT Diane
2042;M;Président;AMIRAULT;Dominique;608;AMIRAULT Dominique
2043;MME;Déléguée générale;BARTHE;Christine;608;BARTHE Christine
2044;M;Président;GARNOT;Jean-Philippe;609;GARNOT Jean-Philippe
2045;M;Directeur;GOKELAERE;Thierry;609;GOKELAERE Thierry
2046;M;;MUGNIER;Olivier;610;MUGNIER Olivier
2047;M;Délégué général;FABRY;Pierre;611;FABRY Pierre
2048;M;Chargé de relations institutionnelles;NICOLLE;Bertrand;611;NICOLLE Bertrand
2049;MME;Secrétaire Adjointe;COUPPEY;Laurence;612;COUPPEY Laurence
2050;M;Trésorier;GIMER;Eric;612;GIMER Eric
2051;M;Secrétaire;RENARD;Michel;612;RENARD Michel
2052;M;Vice-Président;LEFEBVRE;Cédric;612;LEFEBVRE Cédric
2053;MME;Prédidente;MESPOULHES;Valérie;612;MESPOULHES Valérie
2054;MME;Trésorière Adjointe;ABERT;Peggy;612;ABERT Peggy
2055;MME;Directrice Générale;OSTRIA;Cécile;613;OSTRIA Cécile
2056;MME;Directrice pôle scientifique et technique;LEBRETON;Amandine;613;LEBRETON Amandine
2057;M;Responsable mondialisation et environnement;LERÉ;Samuel;613;LERÉ Samuel
2058;MME;Responsable climat énergie;GAUTIER;Célia;613;GAUTIER Célia
2059;MME;Responsable mobilités et transports;CHÉRON;Marie;613;CHÉRON Marie
2060;M;Responsable économie et finance;PUISIEUX;Kevin;613;PUISIEUX Kevin
2061;MME;Responsable Agriculture Alimentation;FARALDO;Caroline;613;FARALDO Caroline
2062;M;Président;GRANDJEAN;Alain;613;GRANDJEAN Alain
2063;M;;BLASCO;Jean-Louis;614;BLASCO Jean-Louis
2064;MME;;THEODOSE;Agnès;615;THEODOSE Agnès
2065;MME;Délégué Général;THEODOSE;Agnès;615;THEODOSE Agnès
2066;M;;VIGOUROUX;Jean-Pierre;616;VIGOUROUX Jean-Pierre
2067;M;chargé d'affaires publiques;LAVEISSIERE;Stéphane;616;LAVEISSIERE Stéphane
2068;MME;directrice financière et des programmes;RAVON-BERENGUER;Marie-Astrid;616;RAVON-BERENGUER Marie-Astrid
2069;M;;GUENNETEAU;Caroline;617;GUENNETEAU Caroline
2070;MME;;PILMES;Frederique;618;PILMES Frederique
2071;M;PREMIER VICE PRESIDENT;PULTIER;Denis;618;PULTIER Denis
2072;M;VICE PRESIDENT;HAUK;Materne;618;HAUK Materne
2073;M;VICE PRESIDENT;GOUT;Jean-Marc;618;GOUT Jean-Marc
2074;M;VICE PRESIDENT;CHAUMEILLE;Philippe;618;CHAUMEILLE Philippe
2075;M;SECRETAIRE;AMIOT;Frederic;618;AMIOT Frederic
2076;M;SECRETAIRE ADJOINT;MARTIN;Cyrille;618;MARTIN Cyrille
2077;M;SECRETAIRE ADJOINT;REEVES;Emilien;618;REEVES Emilien
2078;M;TRESORIER;UTZINGER;Remy;618;UTZINGER Remy
2079;M;TRESORIER ADJOINT;DAUL;Jean-Paul;618;DAUL Jean-Paul
2080;M;Président;CHAM;Claude;619;CHAM Claude
2081;M;Directeur Général;ARONICA;Charles;619;ARONICA Charles
2082;M;Chargé d'affaires;BOUCHER;Hugues;619;BOUCHER Hugues
2083;M;Responsable Juridique;OSTOJSKI;Laurent;619;OSTOJSKI Laurent
2084;M;Directeur Technique;SARBACH;Jean-Charles;619;SARBACH Jean-Charles
2085;MME;Responsable du Développement International;LARDIN;Pascale;619;LARDIN Pascale
2086;MME;;RAYNAUD;Catherine;620;RAYNAUD Catherine
2087;MME;Directeur Affaires Publiques;RAYNAUD;Catherine;620;RAYNAUD Catherine
2088;M;President;GINESTET;Michel;620;GINESTET Michel
2089;MME;Directrice des relations institutionnelles;DURAND-GIRARD;Cécile;621;DURAND-GIRARD Cécile
2090;MME;;DURAND-GIRARD;Cécile;621;DURAND-GIRARD Cécile
2091;M;;COHARDY;Emmanuel;622;COHARDY Emmanuel
2092;M;Délégué Départemental;COUPEY;Bertrand;622;COUPEY Bertrand
2093;MME;Directrice Générale;JULIE;Lorimy;623;JULIE Lorimy
2094;M;Directeur des Affaires publiques et gouvernementales;ALOSI;Jean-Philippe;624;ALOSI Jean-Philippe
2095;M;Directeur Value Access & Policy;RUPPRECHT;Frédéric;624;RUPPRECHT Frédéric
2096;MME;Spécialiste Affaires publiques;DUMAZERT;Floriane;624;DUMAZERT Floriane
2097;MME;Spécialiste Affaires publiques;PONCET;Sarah;624;PONCET Sarah
2098;M;Directeur général;GUILBAUD;Michel;625;GUILBAUD Michel
2099;MME;Conseillère auprès du Président et du Président délégué;PINEAU;Dorothée;625;PINEAU Dorothée
2100;M;Directeur de Cabinet;ROUAULT;Bruno;625;ROUAULT Bruno
2101;MME;Directrice générale adjointe Affaires juridiques, éthiques et gouvernance des entreprises;SIMON;Joëlle;625;SIMON Joëlle
2102;MME;Directrice Fiscalité;ANTONI;Marie-Pascale;625;ANTONI Marie-Pascale
2103;MME;Directrice Economie Finance;LEPINAY;Agnès;625;LEPINAY Agnès
2104;MME;Directrice Protection Sociale;BENDA;Delphine;625;BENDA Delphine
2105;MME;Directrice International;LEPAGE;Christine;625;LEPAGE Christine
2106;M;Directeur Relations Sociales;TEURKIA;Adrien;625;TEURKIA Adrien
2107;M;Directeur Recherche et Innovation;SCHMITT;Patrick;625;SCHMITT Patrick
2108;MME;Directrice Entrepreneuriat et croissance;MICOUIN;Céline;625;MICOUIN Céline
2109;MME;Directrice Développement durable;ROUGER-DE GRIVEL;Laurence;625;ROUGER-DE GRIVEL Laurence
2110;M;Directeur Logement;THUNE;Roger;625;THUNE Roger
2111;M;Chargé de mission Affaires publiques;GUILLAUD;Jules;625;GUILLAUD Jules
2112;MME;Directrice générale adjointe;TOME-GERTHEINRICHS;Elisabeth;625;TOME-GERTHEINRICHS Elisabeth
2113;MME;Directrice adjointe Protection sociale;BUET;Nathalie;625;BUET Nathalie
2114;M;Directeur des Affaires Publiques;LEBLANC;Guillaume;625;LEBLANC Guillaume
2115;M;Chargé de mission Affaires Publiques;SUICMEZ;Armand;625;SUICMEZ Armand
2116;M;Président;VERZAT;Pierre;626;VERZAT Pierre
2117;M;Membre du Conseil d'administration;JACHIET;Nicolas;626;JACHIET Nicolas
2118;M;Délégué Général;LONGEPIERRE;Christophe;626;LONGEPIERRE Christophe
2119;MME;Déléguée à la Construction et à l’Environnement / Biodiversité;ZIMMERMANN;Anne;626;ZIMMERMANN Anne
2120;M;Délégué aux Affaires Juridiques;VALLOIRE;Benjamin;626;VALLOIRE Benjamin
2121;M;Directeur des Affaires publiques;ARCHIER;Alexandre;627;ARCHIER Alexandre
2122;M;Président exécutif;ISRAËL;Stéphane;627;ISRAËL Stéphane
2123;MME;Relations institutionnelles;DARMON;Claire;628;DARMON Claire
2124;MME;;GOUJOUT;Caroline;629;GOUJOUT Caroline
2125;M;directeur de cabinet;BELLANGER;Guillaume;629;BELLANGER Guillaume
2126;MME;directeur général;NOGUES;Céline;629;NOGUES Céline
2127;M;secrétaire général adjoint;BOSLAND;Jean-Paul;629;BOSLAND Jean-Paul
2128;MME;vice-président;GUILBERT;Céline;629;GUILBERT Céline
2129;M;vice-président;HERTGEN;Patrick;629;HERTGEN Patrick
2130;M;secrétaire général;HUGUENET;Philippe;629;HUGUENET Philippe
2131;M;trésorier général;MARCHAL;Christophe;629;MARCHAL Christophe
2132;M;trésorier général adjoint;ROUX;Max;629;ROUX Max
2133;MME;trésorière générale adjointe;RABAT;Florence;629;RABAT Florence
2134;M;conseiller du président;VERMEULEN;Marc;629;VERMEULEN Marc
2135;M;vice-président;DEREGNAUCOURT;Hugues;629;DEREGNAUCOURT Hugues
2136;M;Chargé de mission;GOUPIL DE BOUILLE;Benoit;630;GOUPIL DE BOUILLE Benoit
2137;M;PRESIDENT;VAN DEN HEUVEL;Daniel;631;VAN DEN HEUVEL Daniel
2138;M;Trésorier adjoint + secrétaire général;BEGUIN;Andre;631;BEGUIN Andre
2139;M;TRESORIER;FOLLIET;Michel;631;FOLLIET Michel
2140;MME;MEMBRE DU BUREAU;GENTIL;Isabelle;631;GENTIL Isabelle
2141;M;Vice-président;BUET;Sébastien;631;BUET Sébastien
2142;M;;BERTINETTI;Gerard;632;BERTINETTI Gerard
2143;MME;Assistante de direction;MARIE;Sylvie;632;MARIE Sylvie
2144;M;Directeur général;PINAUD;Michel;632;PINAUD Michel
2145;M;President;PERRIN;Nicolas;633;PERRIN Nicolas
2146;MME;Conseillère aux affaires politiques et institutionnelles;CHRISTENSEN;Cécile;634;CHRISTENSEN Cécile
2147;M;Délégué général aux relations politiques;MARSOLLIER;Pierre;634;MARSOLLIER Pierre
2148;M;Président;GAILLARD;Dominique;635;GAILLARD Dominique
2149;MME;Directrice générale adjointe;VASSAUX;France;635;VASSAUX France
2150;M;Directeur général;DUPONT;Alexis;635;DUPONT Alexis
2151;M;Chargé d'affaires institutionnelles;BRISEMONTIER;Damien;635;BRISEMONTIER Damien
2152;M;;RANCHOUX;Pascal;636;RANCHOUX Pascal
2153;M;Directeur Développement des Entreprises;HOUEIX;Christophe;636;HOUEIX Christophe
2154;M;;BEZANÇON;Xavier;637;BEZANÇON Xavier
2155;M;DIRECTEUR CABINET COMMUNICATION;TAVERNE;Eric;638;TAVERNE Eric
2156;MME;Cheffe de Cabinet;FONTENEAU;Natalia;638;FONTENEAU Natalia
2157;M;DIRECTEUR ENTREPRISES ET TERRITOIRES;ROUX;Gilles;638;ROUX Gilles
2158;MME;Responsable des affaires publiques;BELSKY;Mélanie;639;BELSKY Mélanie
2159;MME;;BELSKY;Mélanie;639;BELSKY Mélanie
2160;M;;CHAMOUTON;Michel;640;CHAMOUTON Michel
2161;M;secretaire general;MUSSOT;Jean Paul;640;MUSSOT Jean Paul
2162;M;;LALANNE;Romain;641;LALANNE Romain
2163;MME;Directrice;LALLE;Marie-Pierre;642;LALLE Marie-Pierre
2164;M;Délégué général;KELBERG;Dorian;643;KELBERG Dorian
2165;M;Président;KULLMANN;Christophe;643;KULLMANN Christophe
2166;MME;Directrice des affaires publiques;MARTIN;Aude;643;MARTIN Aude
2167;M;Directeur des Relations Institutionnelles;BOUTIN;Jean-Marie;644;BOUTIN Jean-Marie
2168;M;;LAPLANTIF;Éric;645;LAPLANTIF Éric
2169;M;Directeur;LECA;Daniel;645;LECA Daniel
2170;MME;Consultante;PALA MASSONI;Anne Sophie;645;PALA MASSONI Anne Sophie
2171;M;Directeur Affaires Institutionnelles;DECHELOTTE;Michel;646;DECHELOTTE Michel
2172;M;;RAINTEAU;Dominique;647;RAINTEAU Dominique
2173;M;Directeur Général en charge des Opérations, Membre du Directoire;ROUSSEL;Stéphane;648;ROUSSEL Stéphane
2174;M;Secrétaire Général du Groupe, Membre du Directoire;CRÉPIN;Frédéric;648;CRÉPIN Frédéric
2175;M;Directeur de la Communication, Membre du Directoire;GILLHAM;Simon;648;GILLHAM Simon
2176;M;Directeur de Projets;PELLETIER;Clément;648;PELLETIER Clément
2177;M;Responsable Affaires Stratégiques;VALLOIS;Frédéric;648;VALLOIS Frédéric
2178;MME;Directeur des Affaires Publiques;SELLIER;Marie;648;SELLIER Marie
2179;MME;;AIDI;Hassania;649;AIDI Hassania
2180;MME;;AIDI;Hassania;649;AIDI Hassania
2181;M;Président;THOMAS;Guy;650;THOMAS Guy
2182;M;Responsable communication;MOIZAN;Vincent;650;MOIZAN Vincent
2183;M;président;CAVALIER;Gérald;650;CAVALIER Gérald
2184;M;;MOIZAN;Vincent;651;MOIZAN Vincent
2185;M;Directeur Général;DREVET;Luc;652;DREVET Luc
2186;M;Président du conseil d'administration;BEAUDOUIN;Pierre-Yves;653;BEAUDOUIN Pierre-Yves
2187;M;;GAUDAIRE;Albin;654;GAUDAIRE Albin
2188;MME;Directrice générale adjointe;DELHOMME;Anne;654;DELHOMME Anne
2189;MME;Directrice générale;GILBERT;Florence;654;GILBERT Florence
2190;MME;Déléguée Générale;GUILLET HUPIN;Caroline;655;GUILLET HUPIN Caroline
2191;MME;Responsable des affaires sociales et de la formation;BUFFAULT;Karine;655;BUFFAULT Karine
2192;M;PRESIDENT;MAQUEREL;Antoine;656;MAQUEREL Antoine
2193;M;;GUILLAUME;Eric;657;GUILLAUME Eric
2194;M;Directeur;LAFRANCHISE;Stéphane;658;LAFRANCHISE Stéphane
2195;M;Président;AUROUSSEAU;Stéphane;658;AUROUSSEAU Stéphane
2196;M;Président section bovine;BERNARD;Emmanuel;658;BERNARD Emmanuel
2197;M;Président section grandes cultures;GUYON;Didier;658;GUYON Didier
2198;MME;Présidente section employeurs;LAFAYE;Mathilde;658;LAFAYE Mathilde
2199;M;Vice-Président;LOISON;Michel;658;LOISON Michel
2200;M;Vice-Président;FOREST;Cyrille;658;FOREST Cyrille
2201;M;Vice-Président;SAILLARD;Nicolas;658;SAILLARD Nicolas
2202;M;Fiscaliste;DE LONGEVIALLE;Fabrice;659;DE LONGEVIALLE Fabrice
2203;M;Chargé de mission;CARIBAULT;David;659;CARIBAULT David
2204;MME;Déléguée générale;MERCIER;Chirine;659;MERCIER Chirine
2205;M;Président;PICON;Michel;659;PICON Michel
2206;M;;BOSSAERT;Fabrice;660;BOSSAERT Fabrice
2207;M;Président;SALMON;Florian;661;SALMON Florian
2208;M;Président;LAFON;Gilles;662;LAFON Gilles
2209;MME;Directrice des Affaires juridiques;DELCOURT;Dominique;662;DELCOURT Dominique
2210;M;Directeur des Affaires Sociales, Formation et Emploi;THOMAS;Xavier;662;THOMAS Xavier
2211;M;Directeur des affaires économiques;ARCHI;Sébastien;662;ARCHI Sébastien
2212;MME;Déléguée Générale;EYNAUD-CHEVALIER;Isabelle;662;EYNAUD-CHEVALIER Isabelle
2213;MME;Déléguée aux relations avec le parlement;FAUVEL-BANTOS;Mercedes;663;FAUVEL-BANTOS Mercedes
2214;M;Délégué aux affaires Réglementaires;GIRON;Etienne;663;GIRON Etienne
2215;MME;Directeur Général;KOCHER;Isabelle;663;KOCHER Isabelle
2216;M;DGA Secrétaire Général;MONGIN;Pierre;663;MONGIN Pierre
2217;M;Directeur associé;CHAPEL;Florent;664;CHAPEL Florent
2218;MME;directrice conseil;MESSEAN;Emmanuelle;664;MESSEAN Emmanuelle
2219;MME;Responsable des Affaires Publiques;TRANCART;Marie;665;TRANCART Marie
2220;MME;Directrice des Relations Extérieures et de l'Accès au Marché;SABATIN;Yannick;665;SABATIN Yannick
2221;M;Président;DURAND;Christophe;665;DURAND Christophe
2222;M;;PONT-NOURAT;Philippe;666;PONT-NOURAT Philippe
2223;M;;DAHMANE-BOUALI;Redouane;667;DAHMANE-BOUALI Redouane
2224;M;SECRÉTAIRE GÉNÉRAL;DAHMANE-BOUALI;Redouane;667;DAHMANE-BOUALI Redouane
2225;M;Secrétaire Général;MOIGNOUX;Kevin;668;MOIGNOUX Kevin
2226;MME;Responsable des affaires juridiques et institutionnelles;GABARROT;Charlotte;668;GABARROT Charlotte
2227;MME;Déléguée générale;MESLET;Florence;669;MESLET Florence
2228;M;Directeur stratégie et affaires publiques;ARVIDSSON;Viktor;670;ARVIDSSON Viktor
2229;M;Président;BOUÉTARD;Franck;670;BOUÉTARD Franck
2230;MME;Directeur communication;MULLER;Corinne;670;MULLER Corinne
2231;MME;Directeur ventes non opérateurs télécom;MEURGUES;Nadège;670;MEURGUES Nadège
2232;M;Directeur du développement;RIMBERT;Florent;671;RIMBERT Florent
2233;M;Vice-président;GAUNAND;Francis;671;GAUNAND Francis
2234;M;Vice-président;VITTU DE KERRAOUL;Jean-Pierre;671;VITTU DE KERRAOUL Jean-Pierre
2235;M;Secrétaire général;ARCHET;Pierre;671;ARCHET Pierre
2236;M;Vice-président;LECLERC;Benoît;671;LECLERC Benoît
2237;M;Directeur général;CHAMBON;Pierre;672;CHAMBON Pierre
2238;M;Directeur du Développement Territorial;PETILLON;Vincent;672;PETILLON Vincent
2239;M;Délégué syndical, représentant CE, Délégué du personnel,  Chargé de projets formation et gestion compétences;ETCHELAMENDY;Claude;672;ETCHELAMENDY Claude
2240;M;Chef de projet électrotechnique, délégué syndical,;VOVELLE;David;672;VOVELLE David
2241;MME;Publicateur;CLERGEOT-TOMASINI;Catherine;673;CLERGEOT-TOMASINI Catherine
2242;M;Directeur des Affaires Publiques DALKIA;KIEFFER;Dominique;673;KIEFFER Dominique
2243;M;;BOCQUELET;Hubert;674;BOCQUELET Hubert
2244;M;Directeur Juridique;RICHARD;Patrick;675;RICHARD Patrick
2245;M;Président directeur général;HUILLARD;Xavier;675;HUILLARD Xavier
2246;M;Délégué Général;LABBÉ;Matthieu;676;LABBÉ Matthieu
2247;M;Délégué Général;BERANGER;Vincent;677;BERANGER Vincent
2248;MME;Assistante;PAUTRAT;Monique;677;PAUTRAT Monique
2249;M;DIRECTEUR;BUDUA;Jerome;678;BUDUA Jerome
2250;M;Président du Directoire;SOUFFLET;Jean-Michel;679;SOUFFLET Jean-Michel
2251;M;Directeur des Relations Extérieures;THIERRY;Didier;679;THIERRY Didier
2252;MME;DIRECTRICE;LE BOUILLE;Laurence;680;LE BOUILLE Laurence
2253;MME;;VAUGELADE;Clémence;681;VAUGELADE Clémence
2254;MME;Directrice du plaidoyer;CHANDLER;Isabelle;681;CHANDLER Isabelle
2255;MME;Responsable Affaires Publiques Groupe;PHELAN;Sarah;682;PHELAN Sarah
2256;MME;Directrice Generale Bel France;MARQUET;Jennifer;682;MARQUET Jennifer
2257;M;Délégué Général;BOUCHINDHOMME;Sébastien;683;BOUCHINDHOMME Sébastien
2258;M;Président;BATTISTA;Charles;683;BATTISTA Charles
2259;MME;;VERMOOTEN;Julie;684;VERMOOTEN Julie
2260;MME;DIRECTEUR;LE PAGE;Catherine;685;LE PAGE Catherine
2261;MME;Chargée de Mission Relations Institutionnelles;COUTURIER;Nina;685;COUTURIER Nina
2262;MME;Directeur Réglementation vitivinicole et boissons spiritueuses;BRETAGNE;Janine;685;BRETAGNE Janine
2263;MME;Directeur Protection de l'Appellation;DESSIMIROFF;Virginie;685;DESSIMIROFF Virginie
2264;M;Director - Public and international affairs;LALAGÜE;Lionel;685;LALAGÜE Lionel
2265;MME;Secrétaire générale déléguée;BONED;Valérie;686;BONED Valérie
2266;M;;LAFRAGETTE;Alain;687;LAFRAGETTE Alain
2267;M;Directeur;MONS;Pierre;687;MONS Pierre
2268;M;Secrétaire Général;GUINAUD;Philippe;688;GUINAUD Philippe
2269;M;VP AFFAIRES REGLEMENTAIRES;LHÉMERY;François;689;LHÉMERY François
2270;MME;Secrétaire Général;TIRARD-COLLET;Brigitte;690;TIRARD-COLLET Brigitte
2271;MME;Directrice Générale;CLAVERIE;Marie-Sophie;691;CLAVERIE Marie-Sophie
2272;MME;Responsable Entreprises et Affaires publiques;D'HOOP;Marie-Valentine;691;D'HOOP Marie-Valentine
2273;MME;Présidente- Directrice générale;GUILLOUARD;Catherine;692;GUILLOUARD Catherine
2274;M;Directeur en charge de la Maitrise des risques, des enjeux de sûreté et des affaires institutionnelles;HARNOIS;Jérôme;692;HARNOIS Jérôme
2275;M;Directeur de Cabinet de la Présidente-Directrice générale;TIRVAUDEY;Paul;692;TIRVAUDEY Paul
2276;M;Directeur des Affaires Institutionnelles;LAURENT;Julien;692;LAURENT Julien
2277;M;Chargé d'affaires parlementaires et institutionnelles;NAHON;John-David;692;NAHON John-David
2278;MME;;CHARTIER;Helene;693;CHARTIER Helene
2279;M;Président délégué général;LEANDRI;Didier;694;LEANDRI Didier
2280;M;Président d'honneur, Conseiller du Président délégué général;DALAISE;Jean François;694;DALAISE Jean François
2281;M;Adjoint du Président délégué général;BOURIOT;François;694;BOURIOT François
2282;M;Président Fondateur;QUINTARD KAIGRE;Alexandre;695;QUINTARD KAIGRE Alexandre
2283;M;Responsable communication et affaires publiques;TURNACO;Cedric;696;TURNACO Cedric
2284;M;Directeur Business development;PETIT;Frédéric;696;PETIT Frédéric
2285;MME;Head of wind farm development;HENRI;Delphine;696;HENRI Delphine
2286;M;Directeur Relations Institutionnelles, RSE, Ethique et Risques;DUCLAUX;Maxime;697;DUCLAUX Maxime
2287;M;Chargé de projets Culture-Europe;DERRIEN;Mathias;698;DERRIEN Mathias
2288;MME;Présidente;COHEN-SOLAL;Lyne;698;COHEN-SOLAL Lyne
2289;MME;Directrice générale;FRÉMONT;Marie-Hélène;698;FRÉMONT Marie-Hélène
2290;M;Chargé de mission Affaires publiques et relations réglementaires;IEKAWE;Bruno;699;IEKAWE Bruno
2291;MME;;GACHET;Julie;700;GACHET Julie
2292;M;Chef de projets;COUSIN;Brice;700;COUSIN Brice
2293;M;Chef de projets;PEYSSON;Pierre;700;PEYSSON Pierre
2294;M;Chef de projets;MONTEILLET;Antoine;700;MONTEILLET Antoine
2295;M;Directeur Général;BALES;Vincent;700;BALES Vincent
2296;M;;MARTINS;Carlos;701;MARTINS Carlos
2297;M;Délégué général;MATTON;Eric;702;MATTON Eric
2298;M;Président;FLABEAU;Jean-Luc;702;FLABEAU Jean-Luc
2299;M;Secrétaire général;SANS;Christophe;702;SANS Christophe
2300;M;Président délégation patronale;VINCENT;André;702;VINCENT André
2301;M;Président;ANANE;Arthur;703;ANANE Arthur
2302;MME;Vice-Présidente;ANASTASIOU;Maritsa;703;ANASTASIOU Maritsa
2303;M;Vice-Président;CARCELES;Jean-Paul;703;CARCELES Jean-Paul
2304;M;Vice-Président;CHERIDI;Djamel;703;CHERIDI Djamel
2305;MME;Administratrice;BLIN;Géraldine;703;BLIN Géraldine
2306;M;Délégué départemental;COURTEILLE;Loïc;703;COURTEILLE Loïc
