;action_menee;action_representation_interet_id;action_menee_autre
1415;Convenir pour un tiers d'une entrevue avec le titulaire d'une charge publique;625;
1416;Organiser des discussions informelles ou des réunions en tête-à-tête;626;
1417;Etablir une correspondance régulière (par courriel, par courrier…);626;
1418;Convenir pour un tiers d'une entrevue avec le titulaire d'une charge publique;626;
1419;Inviter ou organiser des évènements, des rencontres ou des activités promotionnelles;627;
1420;Organiser des discussions informelles ou des réunions en tête-à-tête;628;
1421;Etablir une correspondance régulière (par courriel, par courrier…);628;
1422;Convenir pour un tiers d'une entrevue avec le titulaire d'une charge publique;628;
1423;Organiser des discussions informelles ou des réunions en tête-à-tête;629;
1424;Convenir pour un tiers d'une entrevue avec le titulaire d'une charge publique;629;
1425;Organiser des discussions informelles ou des réunions en tête-à-tête;630;
1426;Transmettre aux décideurs publics des informations, expertises dans un objectif de conviction;630;
1427;Transmettre des suggestions afin d'influencer la rédaction d'une décision publique;630;
1428;Etablir une correspondance régulière (par courriel, par courrier…);630;
1429;Convenir pour un tiers d'une entrevue avec le titulaire d'une charge publique;630;
1430;Organiser des discussions informelles ou des réunions en tête-à-tête;631;
1431;Convenir pour un tiers d'une entrevue avec le titulaire d'une charge publique;631;
1432;Organiser des discussions informelles ou des réunions en tête-à-tête;632;
1433;Transmettre aux décideurs publics des informations, expertises dans un objectif de conviction;632;
1434;Etablir une correspondance régulière (par courriel, par courrier…);632;
1435;Inviter ou organiser des évènements, des rencontres ou des activités promotionnelles;632;
1436;Convenir pour un tiers d'une entrevue avec le titulaire d'une charge publique;632;
1437;Organiser des discussions informelles ou des réunions en tête-à-tête;633;
1438;Transmettre aux décideurs publics des informations, expertises dans un objectif de conviction;633;
1439;Etablir une correspondance régulière (par courriel, par courrier…);633;
1440;Inviter ou organiser des évènements, des rencontres ou des activités promotionnelles;633;
1441;Convenir pour un tiers d'une entrevue avec le titulaire d'une charge publique;633;
1442;Organiser des discussions informelles ou des réunions en tête-à-tête;634;
1443;Transmettre aux décideurs publics des informations, expertises dans un objectif de conviction;634;
1444;Transmettre des suggestions afin d'influencer la rédaction d'une décision publique;634;
1445;Etablir une correspondance régulière (par courriel, par courrier…);634;
1446;Convenir pour un tiers d'une entrevue avec le titulaire d'une charge publique;634;
1447;Etablir une correspondance régulière (par courriel, par courrier…);635;
1448;Convenir pour un tiers d'une entrevue avec le titulaire d'une charge publique;635;
1449;Organiser des discussions informelles ou des réunions en tête-à-tête;636;
1450;Transmettre aux décideurs publics des informations, expertises dans un objectif de conviction;636;
1451;Transmettre des suggestions afin d'influencer la rédaction d'une décision publique;636;
1452;Etablir une correspondance régulière (par courriel, par courrier…);636;
1453;Convenir pour un tiers d'une entrevue avec le titulaire d'une charge publique;636;
1454;Organiser des discussions informelles ou des réunions en tête-à-tête;637;
1455;Transmettre aux décideurs publics des informations, expertises dans un objectif de conviction;637;
1456;Transmettre des suggestions afin d'influencer la rédaction d'une décision publique;637;
1457;Etablir une correspondance régulière (par courriel, par courrier…);637;
1458;Convenir pour un tiers d'une entrevue avec le titulaire d'une charge publique;637;
1459;Organiser des discussions informelles ou des réunions en tête-à-tête;638;
1460;Transmettre aux décideurs publics des informations, expertises dans un objectif de conviction;638;
1461;Transmettre des suggestions afin d'influencer la rédaction d'une décision publique;638;
1462;Etablir une correspondance régulière (par courriel, par courrier…);638;
1463;Organiser des discussions informelles ou des réunions en tête-à-tête;639;
1464;Transmettre aux décideurs publics des informations, expertises dans un objectif de conviction;639;
1465;Etablir une correspondance régulière (par courriel, par courrier…);639;
1466;Convenir pour un tiers d'une entrevue avec le titulaire d'une charge publique;639;
1467;Organiser des discussions informelles ou des réunions en tête-à-tête;640;
1468;Etablir une correspondance régulière (par courriel, par courrier…);640;
1469;Convenir pour un tiers d'une entrevue avec le titulaire d'une charge publique;640;
1470;Transmettre aux décideurs publics des informations, expertises dans un objectif de conviction;641;
1471;Inviter ou organiser des évènements, des rencontres ou des activités promotionnelles;641;
1472;Organiser des discussions informelles ou des réunions en tête-à-tête;642;
1473;Etablir une correspondance régulière (par courriel, par courrier…);642;
1474;Inviter ou organiser des évènements, des rencontres ou des activités promotionnelles;642;
1475;Convenir pour un tiers d'une entrevue avec le titulaire d'une charge publique;642;
1476;Organiser des discussions informelles ou des réunions en tête-à-tête;643;
1477;Transmettre aux décideurs publics des informations, expertises dans un objectif de conviction;644;
1478;Organiser des discussions informelles ou des réunions en tête-à-tête;645;
1479;Organiser des discussions informelles ou des réunions en tête-à-tête;646;
1480;Transmettre aux décideurs publics des informations, expertises dans un objectif de conviction;647;
1481;Organiser des discussions informelles ou des réunions en tête-à-tête;648;
1482;Transmettre des suggestions afin d'influencer la rédaction d'une décision publique;649;
1483;Transmettre des suggestions afin d'influencer la rédaction d'une décision publique;650;
1484;Transmettre des suggestions afin d'influencer la rédaction d'une décision publique;651;
1485;Etablir une correspondance régulière (par courriel, par courrier…);652;
1486;Etablir une correspondance régulière (par courriel, par courrier…);653;
1487;Organiser des discussions informelles ou des réunions en tête-à-tête;654;
1488;Organiser des discussions informelles ou des réunions en tête-à-tête;655;
1489;Etablir une correspondance régulière (par courriel, par courrier…);655;
1490;Organiser des discussions informelles ou des réunions en tête-à-tête;656;
1491;Transmettre des suggestions afin d'influencer la rédaction d'une décision publique;656;
1492;Organiser des débats publics, des marches, des stratégies d'influence sur internet;656;
1493;Etablir une correspondance régulière (par courriel, par courrier…);656;
1494;Inviter ou organiser des évènements, des rencontres ou des activités promotionnelles;656;
1495;Organiser des discussions informelles ou des réunions en tête-à-tête;657;
1496;Transmettre des suggestions afin d'influencer la rédaction d'une décision publique;657;
1497;Envoyer des pétitions, lettres ouvertes, tracts;657;
1498;Inviter ou organiser des évènements, des rencontres ou des activités promotionnelles;657;
1499;Organiser des discussions informelles ou des réunions en tête-à-tête;658;
1500;Transmettre aux décideurs publics des informations, expertises dans un objectif de conviction;658;
1501;Transmettre des suggestions afin d'influencer la rédaction d'une décision publique;658;
