;beneficiaire_action_menee;action_representation_interet_id;action_menee_en_propre
2320;FRANCE MATERNITE;161;0
2321;S.C.H.C. (SOCIETE COOPERATIVE DES HOTELS CITOTEL);161;0
2322;ENTENTE PROF SPECIALISTES ENF;161;0
2323;COMPTOIR FRANCAIS DE LA QUINCAILLERIE;161;0
2324;EK FRANCE SARL;161;0
2325;EUROPEENNE D HOTELLERIE;161;0
2326;GENERALE D EXPANSION;161;0
2327;UNIFRANCE;161;0
2328;ATOL;161;0
2329;COOPERATIVE PARFUMEURS PASSION BEAUTE;161;0
2330;SOCIETE D'ACHATS PHOTO CINE;161;0
2331;KRYS GROUP SERVICES;161;0
2332;SYNALIA;161;0
2333;ENTENDRE;161;0
2334;SELECTOUR AFAT ENTREPRISE;161;0
2335;GROUPEMENT DES LIBRAIRES DE BANDE DESSINEE;161;0
2336;SA COOPERATIVE EUROPECHE;161;0
2337;CENTRALE EUROPEENNE DE DISTRIBUTION - C10;161;0
2338;MAPOTEL SA;161;0
2339;ANWR-GARANT FRANCE;161;0
2340;SOCIETE COOPERATIVE FINANCIERE ET DE DEVELOPPEMENT ECF;161;0
2341;COOPERATIVE U ENSEIGNE;161;0
2342;ASS CENTR DISTRIBUT E LECLERC;161;0
2343;SOCIETE ANONYME COOPERATIVE GIPHAR;161;0
2344;ASTERA;161;0
2345;GIROPHARM;161;0
2346;BIOMONDE SOLIDARITE;161;0
2347;GROUPE WELCOOP;161;0
2348;ESPACE COOPERATIVE;162;0
2349;EURO PISCINE SERVICES;162;0
2350;EX&CO;162;0
2351;SCM SOCIETE COOPERATIVE DU MEUBLE;162;0
2352;MONSIEUR JARDINAGE;162;0
2353;ACTURA;162;0
2354;EDRA;162;0
2355;GASEL;162;0
2356;GROUPEMENT DES INSTALLATEURS FRANCAIS;162;0
2357;HEXA PLUS SANTE;162;0
2358;GADOL OPTIC 2000;162;0
2359;ALKOR;162;0
2360;J AIME MON COURTIER;162;0
2361;COMPAGNIE DES ARCHITECTEURS;162;0
2362;L'ADRESSE DES CONSEILS IMMOBILIERS;162;0
2363;ORFI FRANCE;162;0
2364;SOCIETE COOPERATIVE DES COURTIERS D'ASSURANCE S C C A;162;0
2365;SOC COOPE RENOVATION EQUIPEMENT COMMERCE;162;0
2366;UNION DIFFUS INFORM FUNERAIRE EUROPEENNE;162;0
2367;COOPERATIVE DES GOLFS INDEPENDANTS;162;0
2368;SPORT 2000 FRANCE;162;0
2369;AXENERGIE;162;0
2370;BIGMAT FRANCE;162;0
2371;CARRELIA DEVELOPPEMENT;162;0
2372;GROUPE INTERSPORT;162;0
2373;ITM ENTREPRISES SA;162;0
2374;STARTER LES NOUVEAUX DISQUAIRES;162;0
2375;SA COOPERATIVE D'OPTICIENS LUNETIERS;162;0
2376;SOCIETE POUR L'APPROVISIONNEMENT, LA PROMOTION ET LES ETUDES COMMERCIALES;162;0
2377;FRANCE MATERNITE;162;0
2378;S.C.H.C. (SOCIETE COOPERATIVE DES HOTELS CITOTEL);162;0
2379;ENTENTE PROF SPECIALISTES ENF;162;0
2380;COMPTOIR FRANCAIS DE LA QUINCAILLERIE;162;0
2381;EK FRANCE SARL;162;0
2382;EUROPEENNE D HOTELLERIE;162;0
2383;GENERALE D EXPANSION;162;0
2384;UNIFRANCE;162;0
2385;ATOL;162;0
2386;COOPERATIVE PARFUMEURS PASSION BEAUTE;162;0
2387;SOCIETE D'ACHATS PHOTO CINE;162;0
2388;KRYS GROUP SERVICES;162;0
2389;SYNALIA;162;0
2390;ENTENDRE;162;0
2391;SELECTOUR AFAT ENTREPRISE;162;0
2392;GROUPEMENT DES LIBRAIRES DE BANDE DESSINEE;162;0
2393;SA COOPERATIVE EUROPECHE;162;0
2394;CENTRALE EUROPEENNE DE DISTRIBUTION - C10;162;0
2395;MAPOTEL SA;162;0
2396;ANWR-GARANT FRANCE;162;0
2397;SOCIETE COOPERATIVE FINANCIERE ET DE DEVELOPPEMENT ECF;162;0
2398;COOPERATIVE U ENSEIGNE;162;0
2399;ASS CENTR DISTRIBUT E LECLERC;162;0
2400;SOCIETE ANONYME COOPERATIVE GIPHAR;162;0
2401;ASTERA;162;0
2402;GIROPHARM;162;0
2403;BIOMONDE SOLIDARITE;162;0
2404;GROUPE WELCOOP;162;0
2405;ESPACE COOPERATIVE;163;0
2406;EURO PISCINE SERVICES;163;0
2407;EX&CO;163;0
2408;SCM SOCIETE COOPERATIVE DU MEUBLE;163;0
2409;MONSIEUR JARDINAGE;163;0
2410;ACTURA;163;0
2411;EDRA;163;0
2412;GASEL;163;0
2413;GROUPEMENT DES INSTALLATEURS FRANCAIS;163;0
2414;HEXA PLUS SANTE;163;0
2415;GADOL OPTIC 2000;163;0
2416;ALKOR;163;0
2417;J AIME MON COURTIER;163;0
2418;COMPAGNIE DES ARCHITECTEURS;163;0
2419;L'ADRESSE DES CONSEILS IMMOBILIERS;163;0
2420;ORFI FRANCE;163;0
2421;SOCIETE COOPERATIVE DES COURTIERS D'ASSURANCE S C C A;163;0
2422;SOC COOPE RENOVATION EQUIPEMENT COMMERCE;163;0
2423;UNION DIFFUS INFORM FUNERAIRE EUROPEENNE;163;0
2424;COOPERATIVE DES GOLFS INDEPENDANTS;163;0
2425;SPORT 2000 FRANCE;163;0
2426;AXENERGIE;163;0
2427;BIGMAT FRANCE;163;0
2428;CARRELIA DEVELOPPEMENT;163;0
2429;GROUPE INTERSPORT;163;0
2430;ITM ENTREPRISES SA;163;0
2431;STARTER LES NOUVEAUX DISQUAIRES;163;0
2432;SA COOPERATIVE D'OPTICIENS LUNETIERS;163;0
2433;SOCIETE POUR L'APPROVISIONNEMENT, LA PROMOTION ET LES ETUDES COMMERCIALES;163;0
2434;FRANCE MATERNITE;163;0
2435;S.C.H.C. (SOCIETE COOPERATIVE DES HOTELS CITOTEL);163;0
2436;ENTENTE PROF SPECIALISTES ENF;163;0
2437;COMPTOIR FRANCAIS DE LA QUINCAILLERIE;163;0
2438;EK FRANCE SARL;163;0
2439;EUROPEENNE D HOTELLERIE;163;0
2440;GENERALE D EXPANSION;163;0
2441;UNIFRANCE;163;0
2442;ATOL;163;0
2443;COOPERATIVE PARFUMEURS PASSION BEAUTE;163;0
2444;SOCIETE D'ACHATS PHOTO CINE;163;0
2445;KRYS GROUP SERVICES;163;0
2446;SYNALIA;163;0
2447;ENTENDRE;163;0
2448;SELECTOUR AFAT ENTREPRISE;163;0
2449;GROUPEMENT DES LIBRAIRES DE BANDE DESSINEE;163;0
2450;SA COOPERATIVE EUROPECHE;163;0
2451;CENTRALE EUROPEENNE DE DISTRIBUTION - C10;163;0
2452;MAPOTEL SA;163;0
2453;ANWR-GARANT FRANCE;163;0
2454;SOCIETE COOPERATIVE FINANCIERE ET DE DEVELOPPEMENT ECF;163;0
2455;COOPERATIVE U ENSEIGNE;163;0
2456;ASS CENTR DISTRIBUT E LECLERC;163;0
2457;SOCIETE ANONYME COOPERATIVE GIPHAR;163;0
2458;ASTERA;163;0
2459;GIROPHARM;163;0
2460;BIOMONDE SOLIDARITE;163;0
2461;GROUPE WELCOOP;163;0
2462;ESPACE COOPERATIVE;164;0
2463;EURO PISCINE SERVICES;164;0
2464;EX&CO;164;0
2465;SCM SOCIETE COOPERATIVE DU MEUBLE;164;0
2466;MONSIEUR JARDINAGE;164;0
2467;ACTURA;164;0
2468;EDRA;164;0
2469;GASEL;164;0
2470;GROUPEMENT DES INSTALLATEURS FRANCAIS;164;0
2471;HEXA PLUS SANTE;164;0
2472;GADOL OPTIC 2000;164;0
2473;ALKOR;164;0
2474;J AIME MON COURTIER;164;0
2475;COMPAGNIE DES ARCHITECTEURS;164;0
2476;L'ADRESSE DES CONSEILS IMMOBILIERS;164;0
2477;ORFI FRANCE;164;0
2478;SOCIETE COOPERATIVE DES COURTIERS D'ASSURANCE S C C A;164;0
2479;SOC COOPE RENOVATION EQUIPEMENT COMMERCE;164;0
2480;UNION DIFFUS INFORM FUNERAIRE EUROPEENNE;164;0
2481;COOPERATIVE DES GOLFS INDEPENDANTS;164;0
2482;SPORT 2000 FRANCE;164;0
2483;AXENERGIE;164;0
2484;BIGMAT FRANCE;164;0
2485;CARRELIA DEVELOPPEMENT;164;0
2486;GROUPE INTERSPORT;164;0
2487;ITM ENTREPRISES SA;164;0
2488;STARTER LES NOUVEAUX DISQUAIRES;164;0
2489;SA COOPERATIVE D'OPTICIENS LUNETIERS;164;0
2490;SOCIETE POUR L'APPROVISIONNEMENT, LA PROMOTION ET LES ETUDES COMMERCIALES;164;0
2491;FRANCE MATERNITE;164;0
2492;S.C.H.C. (SOCIETE COOPERATIVE DES HOTELS CITOTEL);164;0
2493;ENTENTE PROF SPECIALISTES ENF;164;0
2494;COMPTOIR FRANCAIS DE LA QUINCAILLERIE;164;0
2495;EK FRANCE SARL;164;0
2496;EUROPEENNE D HOTELLERIE;164;0
2497;GENERALE D EXPANSION;164;0
2498;UNIFRANCE;164;0
2499;ATOL;164;0
2500;COOPERATIVE PARFUMEURS PASSION BEAUTE;164;0
2501;SOCIETE D'ACHATS PHOTO CINE;164;0
2502;KRYS GROUP SERVICES;164;0
2503;SYNALIA;164;0
2504;ENTENDRE;164;0
2505;SELECTOUR AFAT ENTREPRISE;164;0
2506;GROUPEMENT DES LIBRAIRES DE BANDE DESSINEE;164;0
2507;SA COOPERATIVE EUROPECHE;164;0
2508;CENTRALE EUROPEENNE DE DISTRIBUTION - C10;164;0
2509;MAPOTEL SA;164;0
2510;ANWR-GARANT FRANCE;164;0
2511;SOCIETE COOPERATIVE FINANCIERE ET DE DEVELOPPEMENT ECF;164;0
2512;COOPERATIVE U ENSEIGNE;164;0
2513;ASS CENTR DISTRIBUT E LECLERC;164;0
2514;SOCIETE ANONYME COOPERATIVE GIPHAR;164;0
2515;ASTERA;164;0
2516;GIROPHARM;164;0
2517;BIOMONDE SOLIDARITE;164;0
2518;GROUPE WELCOOP;164;0
2519;ESPACE COOPERATIVE;165;0
2520;EURO PISCINE SERVICES;165;0
2521;EX&CO;165;0
2522;SCM SOCIETE COOPERATIVE DU MEUBLE;165;0
2523;MONSIEUR JARDINAGE;165;0
2524;ACTURA;165;0
2525;EDRA;165;0
2526;GASEL;165;0
2527;GROUPEMENT DES INSTALLATEURS FRANCAIS;165;0
2528;HEXA PLUS SANTE;165;0
2529;GADOL OPTIC 2000;165;0
2530;ALKOR;165;0
2531;J AIME MON COURTIER;165;0
2532;COMPAGNIE DES ARCHITECTEURS;165;0
2533;L'ADRESSE DES CONSEILS IMMOBILIERS;165;0
2534;ORFI FRANCE;165;0
2535;SOCIETE COOPERATIVE DES COURTIERS D'ASSURANCE S C C A;165;0
2536;SOC COOPE RENOVATION EQUIPEMENT COMMERCE;165;0
2537;UNION DIFFUS INFORM FUNERAIRE EUROPEENNE;165;0
2538;COOPERATIVE DES GOLFS INDEPENDANTS;165;0
2539;SPORT 2000 FRANCE;165;0
2540;AXENERGIE;165;0
2541;BIGMAT FRANCE;165;0
2542;CARRELIA DEVELOPPEMENT;165;0
2543;GROUPE INTERSPORT;165;0
2544;ITM ENTREPRISES SA;165;0
2545;STARTER LES NOUVEAUX DISQUAIRES;165;0
2546;SA COOPERATIVE D'OPTICIENS LUNETIERS;165;0
2547;SOCIETE POUR L'APPROVISIONNEMENT, LA PROMOTION ET LES ETUDES COMMERCIALES;165;0
2548;FRANCE MATERNITE;165;0
2549;S.C.H.C. (SOCIETE COOPERATIVE DES HOTELS CITOTEL);165;0
2550;ENTENTE PROF SPECIALISTES ENF;165;0
2551;COMPTOIR FRANCAIS DE LA QUINCAILLERIE;165;0
2552;EK FRANCE SARL;165;0
2553;EUROPEENNE D HOTELLERIE;165;0
2554;GENERALE D EXPANSION;165;0
2555;UNIFRANCE;165;0
2556;ATOL;165;0
2557;COOPERATIVE PARFUMEURS PASSION BEAUTE;165;0
2558;SOCIETE D'ACHATS PHOTO CINE;165;0
2559;KRYS GROUP SERVICES;165;0
2560;SYNALIA;165;0
2561;ENTENDRE;165;0
2562;SELECTOUR AFAT ENTREPRISE;165;0
2563;GROUPEMENT DES LIBRAIRES DE BANDE DESSINEE;165;0
2564;SA COOPERATIVE EUROPECHE;165;0
2565;CENTRALE EUROPEENNE DE DISTRIBUTION - C10;165;0
2566;MAPOTEL SA;165;0
2567;ANWR-GARANT FRANCE;165;0
2568;SOCIETE COOPERATIVE FINANCIERE ET DE DEVELOPPEMENT ECF;165;0
2569;COOPERATIVE U ENSEIGNE;165;0
2570;ASS CENTR DISTRIBUT E LECLERC;165;0
2571;SOCIETE ANONYME COOPERATIVE GIPHAR;165;0
2572;ASTERA;165;0
2573;GIROPHARM;165;0
2574;BIOMONDE SOLIDARITE;165;0
2575;GROUPE WELCOOP;165;0
2576;ESPACE COOPERATIVE;166;0
2577;EURO PISCINE SERVICES;166;0
2578;EX&CO;166;0
2579;SCM SOCIETE COOPERATIVE DU MEUBLE;166;0
2580;MONSIEUR JARDINAGE;166;0
2581;ACTURA;166;0
2582;EDRA;166;0
2583;GASEL;166;0
2584;GROUPEMENT DES INSTALLATEURS FRANCAIS;166;0
2585;HEXA PLUS SANTE;166;0
2586;GADOL OPTIC 2000;166;0
2587;ALKOR;166;0
2588;J AIME MON COURTIER;166;0
2589;COMPAGNIE DES ARCHITECTEURS;166;0
2590;L'ADRESSE DES CONSEILS IMMOBILIERS;166;0
2591;ORFI FRANCE;166;0
2592;SOCIETE COOPERATIVE DES COURTIERS D'ASSURANCE S C C A;166;0
2593;SOC COOPE RENOVATION EQUIPEMENT COMMERCE;166;0
2594;UNION DIFFUS INFORM FUNERAIRE EUROPEENNE;166;0
2595;COOPERATIVE DES GOLFS INDEPENDANTS;166;0
2596;SPORT 2000 FRANCE;166;0
2597;AXENERGIE;166;0
2598;BIGMAT FRANCE;166;0
2599;CARRELIA DEVELOPPEMENT;166;0
2600;GROUPE INTERSPORT;166;0
2601;ITM ENTREPRISES SA;166;0
2602;STARTER LES NOUVEAUX DISQUAIRES;166;0
2603;SA COOPERATIVE D'OPTICIENS LUNETIERS;166;0
2604;SOCIETE POUR L'APPROVISIONNEMENT, LA PROMOTION ET LES ETUDES COMMERCIALES;166;0
2605;FRANCE MATERNITE;166;0
2606;S.C.H.C. (SOCIETE COOPERATIVE DES HOTELS CITOTEL);166;0
2607;ENTENTE PROF SPECIALISTES ENF;166;0
2608;COMPTOIR FRANCAIS DE LA QUINCAILLERIE;166;0
2609;EK FRANCE SARL;166;0
2610;EUROPEENNE D HOTELLERIE;166;0
2611;GENERALE D EXPANSION;166;0
2612;UNIFRANCE;166;0
2613;ATOL;166;0
2614;COOPERATIVE PARFUMEURS PASSION BEAUTE;166;0
2615;SOCIETE D'ACHATS PHOTO CINE;166;0
2616;KRYS GROUP SERVICES;166;0
2617;SYNALIA;166;0
2618;ENTENDRE;166;0
2619;SELECTOUR AFAT ENTREPRISE;166;0
2620;GROUPEMENT DES LIBRAIRES DE BANDE DESSINEE;166;0
2621;SA COOPERATIVE EUROPECHE;166;0
2622;CENTRALE EUROPEENNE DE DISTRIBUTION - C10;166;0
2623;MAPOTEL SA;166;0
2624;ANWR-GARANT FRANCE;166;0
2625;SOCIETE COOPERATIVE FINANCIERE ET DE DEVELOPPEMENT ECF;166;0
2626;COOPERATIVE U ENSEIGNE;166;0
2627;ASS CENTR DISTRIBUT E LECLERC;166;0
2628;SOCIETE ANONYME COOPERATIVE GIPHAR;166;0
2629;ASTERA;166;0
2630;GIROPHARM;166;0
2631;BIOMONDE SOLIDARITE;166;0
2632;GROUPE WELCOOP;166;0
2633;ESPACE COOPERATIVE;167;0
2634;EURO PISCINE SERVICES;167;0
2635;EX&CO;167;0
2636;SCM SOCIETE COOPERATIVE DU MEUBLE;167;0
2637;MONSIEUR JARDINAGE;167;0
2638;ACTURA;167;0
2639;EDRA;167;0
2640;GASEL;167;0
2641;GROUPEMENT DES INSTALLATEURS FRANCAIS;167;0
2642;HEXA PLUS SANTE;167;0
2643;GADOL OPTIC 2000;167;0
2644;ALKOR;167;0
2645;J AIME MON COURTIER;167;0
2646;COMPAGNIE DES ARCHITECTEURS;167;0
2647;L'ADRESSE DES CONSEILS IMMOBILIERS;167;0
2648;ORFI FRANCE;167;0
2649;SOCIETE COOPERATIVE DES COURTIERS D'ASSURANCE S C C A;167;0
2650;SOC COOPE RENOVATION EQUIPEMENT COMMERCE;167;0
2651;UNION DIFFUS INFORM FUNERAIRE EUROPEENNE;167;0
2652;COOPERATIVE DES GOLFS INDEPENDANTS;167;0
2653;SPORT 2000 FRANCE;167;0
2654;AXENERGIE;167;0
2655;BIGMAT FRANCE;167;0
2656;CARRELIA DEVELOPPEMENT;167;0
2657;GROUPE INTERSPORT;167;0
2658;ITM ENTREPRISES SA;167;0
2659;STARTER LES NOUVEAUX DISQUAIRES;167;0
2660;SA COOPERATIVE D'OPTICIENS LUNETIERS;167;0
2661;SOCIETE POUR L'APPROVISIONNEMENT, LA PROMOTION ET LES ETUDES COMMERCIALES;167;0
2662;FRANCE MATERNITE;167;0
2663;S.C.H.C. (SOCIETE COOPERATIVE DES HOTELS CITOTEL);167;0
2664;ENTENTE PROF SPECIALISTES ENF;167;0
2665;COMPTOIR FRANCAIS DE LA QUINCAILLERIE;167;0
2666;EK FRANCE SARL;167;0
2667;EUROPEENNE D HOTELLERIE;167;0
2668;GENERALE D EXPANSION;167;0
2669;UNIFRANCE;167;0
2670;ATOL;167;0
2671;COOPERATIVE PARFUMEURS PASSION BEAUTE;167;0
2672;SOCIETE D'ACHATS PHOTO CINE;167;0
2673;KRYS GROUP SERVICES;167;0
2674;SYNALIA;167;0
2675;ENTENDRE;167;0
2676;SELECTOUR AFAT ENTREPRISE;167;0
2677;GROUPEMENT DES LIBRAIRES DE BANDE DESSINEE;167;0
2678;SA COOPERATIVE EUROPECHE;167;0
2679;CENTRALE EUROPEENNE DE DISTRIBUTION - C10;167;0
2680;MAPOTEL SA;167;0
2681;ANWR-GARANT FRANCE;167;0
2682;SOCIETE COOPERATIVE FINANCIERE ET DE DEVELOPPEMENT ECF;167;0
2683;COOPERATIVE U ENSEIGNE;167;0
2684;ASS CENTR DISTRIBUT E LECLERC;167;0
2685;SOCIETE ANONYME COOPERATIVE GIPHAR;167;0
2686;ASTERA;167;0
2687;GIROPHARM;167;0
2688;BIOMONDE SOLIDARITE;167;0
2689;GROUPE WELCOOP;167;0
2690;ESPACE COOPERATIVE;168;0
2691;EURO PISCINE SERVICES;168;0
2692;EX&CO;168;0
2693;SCM SOCIETE COOPERATIVE DU MEUBLE;168;0
2694;MONSIEUR JARDINAGE;168;0
2695;ACTURA;168;0
2696;EDRA;168;0
2697;GASEL;168;0
2698;GROUPEMENT DES INSTALLATEURS FRANCAIS;168;0
2699;HEXA PLUS SANTE;168;0
2700;GADOL OPTIC 2000;168;0
2701;ALKOR;168;0
2702;J AIME MON COURTIER;168;0
2703;COMPAGNIE DES ARCHITECTEURS;168;0
2704;L'ADRESSE DES CONSEILS IMMOBILIERS;168;0
2705;ORFI FRANCE;168;0
2706;SOCIETE COOPERATIVE DES COURTIERS D'ASSURANCE S C C A;168;0
2707;SOC COOPE RENOVATION EQUIPEMENT COMMERCE;168;0
2708;UNION DIFFUS INFORM FUNERAIRE EUROPEENNE;168;0
2709;COOPERATIVE DES GOLFS INDEPENDANTS;168;0
2710;SPORT 2000 FRANCE;168;0
2711;AXENERGIE;168;0
2712;BIGMAT FRANCE;168;0
2713;CARRELIA DEVELOPPEMENT;168;0
2714;GROUPE INTERSPORT;168;0
2715;ITM ENTREPRISES SA;168;0
2716;STARTER LES NOUVEAUX DISQUAIRES;168;0
2717;SA COOPERATIVE D'OPTICIENS LUNETIERS;168;0
2718;SOCIETE POUR L'APPROVISIONNEMENT, LA PROMOTION ET LES ETUDES COMMERCIALES;168;0
2719;FRANCE MATERNITE;168;0
2720;S.C.H.C. (SOCIETE COOPERATIVE DES HOTELS CITOTEL);168;0
2721;ENTENTE PROF SPECIALISTES ENF;168;0
2722;COMPTOIR FRANCAIS DE LA QUINCAILLERIE;168;0
2723;EK FRANCE SARL;168;0
2724;EUROPEENNE D HOTELLERIE;168;0
2725;GENERALE D EXPANSION;168;0
2726;UNIFRANCE;168;0
2727;ATOL;168;0
2728;COOPERATIVE PARFUMEURS PASSION BEAUTE;168;0
2729;SOCIETE D'ACHATS PHOTO CINE;168;0
2730;KRYS GROUP SERVICES;168;0
2731;SYNALIA;168;0
2732;ENTENDRE;168;0
2733;SELECTOUR AFAT ENTREPRISE;168;0
2734;GROUPEMENT DES LIBRAIRES DE BANDE DESSINEE;168;0
2735;SA COOPERATIVE EUROPECHE;168;0
2736;CENTRALE EUROPEENNE DE DISTRIBUTION - C10;168;0
2737;MAPOTEL SA;168;0
2738;ANWR-GARANT FRANCE;168;0
2739;SOCIETE COOPERATIVE FINANCIERE ET DE DEVELOPPEMENT ECF;168;0
2740;COOPERATIVE U ENSEIGNE;168;0
2741;ASS CENTR DISTRIBUT E LECLERC;168;0
2742;SOCIETE ANONYME COOPERATIVE GIPHAR;168;0
2743;ASTERA;168;0
2744;GIROPHARM;168;0
2745;BIOMONDE SOLIDARITE;168;0
2746;GROUPE WELCOOP;168;0
2747;ESPACE COOPERATIVE;169;0
2748;EURO PISCINE SERVICES;169;0
2749;EX&CO;169;0
2750;SCM SOCIETE COOPERATIVE DU MEUBLE;169;0
2751;MONSIEUR JARDINAGE;169;0
2752;ACTURA;169;0
2753;EDRA;169;0
2754;GASEL;169;0
2755;GROUPEMENT DES INSTALLATEURS FRANCAIS;169;0
2756;HEXA PLUS SANTE;169;0
2757;GADOL OPTIC 2000;169;0
2758;ALKOR;169;0
2759;J AIME MON COURTIER;169;0
2760;COMPAGNIE DES ARCHITECTEURS;169;0
2761;L'ADRESSE DES CONSEILS IMMOBILIERS;169;0
2762;LES GENTLEMEN DU DEMENAGEMENT;169;0
2763;ORFI FRANCE;169;0
2764;SOCIETE COOPERATIVE DES COURTIERS D'ASSURANCE S C C A;169;0
2765;SOC COOPE RENOVATION EQUIPEMENT COMMERCE;169;0
2766;UNION DIFFUS INFORM FUNERAIRE EUROPEENNE;169;0
2767;COOPERATIVE DES GOLFS INDEPENDANTS;169;0
2768;SPORT 2000 FRANCE;169;0
2769;AXENERGIE;169;0
2770;CARRELIA DEVELOPPEMENT;169;0
2771;GROUPE INTERSPORT;169;0
2772;ITM ENTREPRISES SA;169;0
2773;STARTER LES NOUVEAUX DISQUAIRES;169;0
2774;SA COOPERATIVE D'OPTICIENS LUNETIERS;169;0
2775;SOCIETE POUR L'APPROVISIONNEMENT, LA PROMOTION ET LES ETUDES COMMERCIALES;169;0
2776;FRANCE MATERNITE;169;0
2777;S.C.H.C. (SOCIETE COOPERATIVE DES HOTELS CITOTEL);169;0
2778;ENTENTE PROF SPECIALISTES ENF;169;0
2779;COMPTOIR FRANCAIS DE LA QUINCAILLERIE;169;0
2780;EK FRANCE SARL;169;0
2781;EUROPEENNE D HOTELLERIE;169;0
2782;GENERALE D EXPANSION;169;0
2783;UNIFRANCE;169;0
2784;ATOL;169;0
2785;COOPERATIVE PARFUMEURS PASSION BEAUTE;169;0
2786;SOCIETE D'ACHATS PHOTO CINE;169;0
2787;KRYS GROUP SERVICES;169;0
2788;SYNALIA;169;0
2789;ENTENDRE;169;0
2790;SELECTOUR AFAT ENTREPRISE;169;0
2791;GROUPEMENT DES LIBRAIRES DE BANDE DESSINEE;169;0
2792;SA COOPERATIVE EUROPECHE;169;0
2793;CENTRALE EUROPEENNE DE DISTRIBUTION - C10;169;0
2794;MAPOTEL SA;169;0
2795;ANWR-GARANT FRANCE;169;0
2796;SOCIETE COOPERATIVE FINANCIERE ET DE DEVELOPPEMENT ECF;169;0
2797;SYSTEME U CENTRALE NATIONALE;169;0
2798;ASS CENTR DISTRIBUT E LECLERC;169;0
2799;SOCIETE ANONYME COOPERATIVE GIPHAR;169;0
2800;ASTERA;169;0
2801;GIROPHARM;169;0
2802;BIOMONDE SOLIDARITE;169;0
2803;GROUPE WELCOOP;169;0
2804;GROUPE INTERSPORT;170;0
2805;ITM ENTREPRISES SA;170;0
2806;STARTER LES NOUVEAUX DISQUAIRES;170;0
2807;SA COOPERATIVE D'OPTICIENS LUNETIERS;170;0
2808;SOCIETE POUR L'APPROVISIONNEMENT, LA PROMOTION ET LES ETUDES COMMERCIALES;170;0
2809;FRANCE MATERNITE;170;0
2810;S.C.H.C. (SOCIETE COOPERATIVE DES HOTELS CITOTEL);170;0
2811;ENTENTE PROF SPECIALISTES ENF;170;0
2812;COMPTOIR FRANCAIS DE LA QUINCAILLERIE;170;0
2813;EK FRANCE SARL;170;0
2814;EUROPEENNE D HOTELLERIE;170;0
2815;GENERALE D EXPANSION;170;0
2816;UNIFRANCE;170;0
2817;ATOL;170;0
2818;COOPERATIVE PARFUMEURS PASSION BEAUTE;170;0
2819;SOCIETE D'ACHATS PHOTO CINE;170;0
2820;KRYS GROUP SERVICES;170;0
2821;SYNALIA;170;0
2822;ENTENDRE;170;0
2823;SELECTOUR AFAT ENTREPRISE;170;0
2824;GROUPEMENT DES LIBRAIRES DE BANDE DESSINEE;170;0
2825;SA COOPERATIVE EUROPECHE;170;0
2826;CENTRALE EUROPEENNE DE DISTRIBUTION - C10;170;0
2827;MAPOTEL SA;170;0
2828;ANWR-GARANT FRANCE;170;0
2829;SOCIETE COOPERATIVE FINANCIERE ET DE DEVELOPPEMENT ECF;170;0
2830;SYSTEME U CENTRALE NATIONALE;170;0
2831;ASS CENTR DISTRIBUT E LECLERC;170;0
2832;SOCIETE ANONYME COOPERATIVE GIPHAR;170;0
2833;ASTERA;170;0
2834;GIROPHARM;170;0
2835;BIOMONDE SOLIDARITE;170;0
2836;GROUPE WELCOOP;170;0
2837;ESPACE COOPERATIVE;170;0
2838;EURO PISCINE SERVICES;170;0
2839;EX&CO;170;0
2840;SCM SOCIETE COOPERATIVE DU MEUBLE;170;0
2841;MONSIEUR JARDINAGE;170;0
2842;ACTURA;170;0
2843;EDRA;170;0
2844;GASEL;170;0
2845;GROUPEMENT DES INSTALLATEURS FRANCAIS;170;0
2846;HEXA PLUS SANTE;170;0
2847;GADOL OPTIC 2000;170;0
2848;ALKOR;170;0
2849;J AIME MON COURTIER;170;0
2850;COMPAGNIE DES ARCHITECTEURS;170;0
2851;L'ADRESSE DES CONSEILS IMMOBILIERS;170;0
2852;LES GENTLEMEN DU DEMENAGEMENT;170;0
2853;ORFI FRANCE;170;0
2854;SOCIETE COOPERATIVE DES COURTIERS D'ASSURANCE S C C A;170;0
2855;SOC COOPE RENOVATION EQUIPEMENT COMMERCE;170;0
2856;UNION DIFFUS INFORM FUNERAIRE EUROPEENNE;170;0
2857;COOPERATIVE DES GOLFS INDEPENDANTS;170;0
2858;SPORT 2000 FRANCE;170;0
2859;AXENERGIE;170;0
2860;CARRELIA DEVELOPPEMENT;170;0
2861;EK FRANCE SARL;171;0
2862;EUROPEENNE D HOTELLERIE;171;0
2863;GENERALE D EXPANSION;171;0
2864;UNIFRANCE;171;0
2865;ATOL;171;0
2866;COOPERATIVE PARFUMEURS PASSION BEAUTE;171;0
2867;SOCIETE D'ACHATS PHOTO CINE;171;0
2868;KRYS GROUP SERVICES;171;0
2869;SYNALIA;171;0
2870;ENTENDRE;171;0
2871;SELECTOUR AFAT ENTREPRISE;171;0
2872;GROUPEMENT DES LIBRAIRES DE BANDE DESSINEE;171;0
2873;SA COOPERATIVE EUROPECHE;171;0
2874;CENTRALE EUROPEENNE DE DISTRIBUTION - C10;171;0
2875;MAPOTEL SA;171;0
2876;ANWR-GARANT FRANCE;171;0
2877;SOCIETE COOPERATIVE FINANCIERE ET DE DEVELOPPEMENT ECF;171;0
2878;SYSTEME U CENTRALE NATIONALE;171;0
