;representants_id;denomination_affiliation;identifiant_national_affiliation;type_identifiant_national_affiliation
1159;681;CTE NAT COORD ACTION FAVEUR PERSON HANDI;784719817;SIREN
1160;681;ASS CONSEIL FRANCAIS DROITS ENFANT;395141708;SIREN
1161;681;GROUPE POLYHANDICAP FRANCE;442724597;SIREN
1162;681;CONSEIL FR PERS HANDICAP QUESTIONS EUROP;441995065;SIREN
1163;681;ASS TOURISME ET HANDICAPS;439418021;SIREN
1164;682;GECO FOOD SERVICE;309266286;SIREN
1165;682;UNION DES ANNONCEURS;784669533;SIREN
1166;682;INSTITU LIAISON ETUDES INDUSTR CONSOMM;784671075;SIREN
1167;682;ASSOCIATION FRANCAISE DE NORMALISATION;775724818;SIREN
1168;682;ECO EMBALLAGES SA;388380073;SIREN
1169;683;GROUPEMENT DES PROFESSIONS DE SERVICES;477942114;SIREN
1170;683;CENTRE NATIONAL PROFESSSIONS FINANCIERES;784854069;SIREN
1171;683;ASSOCIATION NATIONALE DES MEDIATEURS (A.N.M.);508011319;SIREN
1172;683;MOUVEMENT DES ENTREPRISES DE FRANCE;784668618;SIREN
1173;684;SYND INDUST MEDICAM VETERIN REACTIF;423203645;SIREN
1174;685;COMITE INTERPROF VIN APPELLATION ORIGINE;448179333;SIREN
1175;685;CONF NAT PROD VINS EAUX DE VIE;321410078;SIREN
1176;687;FEDE NAT SYNDIC EXPL AGRICOLE;784854937;SIREN
1177;690;FEDERATION FRANCAISE DU BATIMENT;784668642;SIREN
1178;691;MOUVEMENT DES ENTREPRISES DE FRANCE;775347453;SIREN
1179;692;UNION  TRANSPORTS PUBLICS FERROVIAIRES;784408643;SIREN
1180;692;LE CERCLE DE L'INDUSTRIE;394192389;SIREN
1181;692;ASS EUROPEEN VEHICULE ELECTRIQ ROUTIERS;381166792;SIREN
1182;692;COMITE DE LIAISON DES ENTREPRISES AYANT EXERCE LEUR ELIGIBILITE;500955331;SIREN
1183;692;ASSOCIATION DES GRANDS UTILISATEURS DE RESEAUX RADIO D'EXPLOITATION (AGURRE);W932004303;RNA
1184;692;IMAGE 7;532572112;SIREN
1185;694;CGPME COMMUNICATION;438965352;SIREN
1186;696;SYNDICAT DES ENERGIES RENOUVELABLES;419710280;SIREN
1187;696;FRANCE ENERGIE EOLIENNE;432446649;SIREN
1188;696;WIND FOR FUTURE;528568090;SIREN
1189;696;OFFICE FRANCO-ALLEMAND POUR LA TRANSITION ENERGETIQUE;793105388;SIREN
1190;697;L'ASSOCIATION DE L'ECONOMIE NUMERIQUE;322387945;SIREN
1191;697;SYNTEC NUMERIQUE;384719001;SIREN
1192;697;UNION DES PROFESSIONNELS DE LA RECHERCHE EN LIGNE DE L'EDITION DE CONTENUS ET DE BASES DE DONNEES;450980164;SIREN
1193;697;GROUPEMENT EDITEURS SERVICES EN LIGNE;347769879;SIREN
1194;697;ASS INTERNET ADVERTISING BUREAU;433370152;SIREN
1195;697;ASSOCIATION TRANSITION NUMERIQUE PLUS;791826324;SIREN
1196;699;Chambre de commerce et d’industrie de Nouvelle-Calédonie;H254400434;HATVP
1197;699;MEDEF NC;H874923941;HATVP
1198;699;SYNDICAT DES PRODUCTEURS-EXPORTATEURS ET EXPORTATEURS DE MINERAI DE NICKEL DE NOUVELLE CALEDONIE - SEM;H636617945;HATVP
1199;699;SYNDICAT DES INDUSTRIES DE LA MINE DE NOUVELLE-CALEDONIE - SIM;H469066090;HATVP
1200;700;SYNDICAT DES ENERGIES RENOUVELABLES;419710280;SIREN
1201;700;LE CLUSTER MARITIME FRANCAIS;489847624;SIREN
1202;700;FRANCE ENERGIE EOLIENNE;432446649;SIREN
1203;700;COMITE LIAISON ENERGIES RENOUVELABLES;352400436;SIREN
1204;701;FEDERATION FRANCAISE DU BATIMENT;784668642;SIREN
1205;702;UNION NATIONALE DES PROFESSIONS LIBERALES;302991591;SIREN
1206;703;GROUPEMENT REGIONAL DES ACTEURS FRANCILIENS D INSERTION PAR L ECONOMIE;823114590;SIREN
1207;703;URIOPSS ILE DE FRANCE;784412710;SIREN
1208;703;FEDER HOSPITALIER ASSIST PRIVE (FEHAP);775666209;SIREN
1209;705;FERERATION REG SYNDICATS EXPL AGRIGOLES;351545512;SIREN
1210;706;FEDERATION NATIONALE TRANSPORTS ROUTIERS;775671746;SIREN
1211;707;LE MOUVEMENT ASSOCIATIF;430349100;SIREN
1212;707;CONFEDERATION OEUVRES LAIQUES VACANCES;775663115;SIREN
1213;707;L'ESPER (L'ECONOMIE SOCIALE PARTENAIRE DE L'ECOLE DE LA REPUBLIQUE);529038382;SIREN
1214;707;COFAC;442724407;SIREN
1215;707;ASS NAT CONSEIL ENFANTS ET JEUNES;382959344;SIREN
1216;707;PARCOURS;821009933;SIREN
1217;707;COMITE NATIONAL DE SOLIDARITE LAIQUE;339797920;SIREN
1218;707;RESEAU NATIONAL DES JUNIORS ASSOCIATIONS;421770850;SIREN
1219;707;LIRE ET FAIRE LIRE;429699788;SIREN
1220;707;COMI RELA NATIO INTER ASSOC JEUN EDUC PO;784579641;SIREN
1221;707;UNION NAT ASSOCIAT TOURISME;775685134;SIREN
1222;707;I.D.ORIZON O ENSEMBLE POUR UN SPORT PARTAGE;824171243;SIREN
1223;708;FEDER FRANCAISE TELECOMS COMMUNICATIONS ELECTRONIQUES;502086325;SIREN
1224;708;AVICCA VILLES CO COM ELECTRO AUDIOVIS;340521301;SIREN
1225;708;FEDERATION DES INDUSTRIES DES RESEAUX D INITIATIVE PUBLIQUE;790734990;SIREN
1226;708;CLUB DES DIRIGEANTS RESEAUX ET TELECOMS;538076191;SIREN
1227;708;MOUV ENTREPRI FRANCE MEDEF ILE DE FRANCE;784717423;SIREN
1228;709;AENEAS;501594964;SIREN
1229;709;FED IDUST ELECTR ELECTRONIQUES  COMMUNIC;775688443;SIREN
1230;709;ALLIANCE DES COMPOSANTS ET SYSTEMES POUR L'INDUSTRIE ELECTRONIQUE;798778965;SIREN
1231;709;ASSO FRANCAI ENTREPRIS PRIVEES;326943016;SIREN
1232;709;ASSOCIATION NATIONALE DE LA RECHERCHE ET DE LA TECHNOLOGIE - ANRT -;784668717;SIREN
1233;709;ASSOCIATION DES ENTREPRISES MONTROUGIENNES;511872046;SIREN
1234;710;GROUPEMENT NATIONAL CHAINES HOTELIERES;390659647;SIREN
1235;710;ALLIANCE 46.2 ENTREPRENDRE EN FRANCE POUR LE TOURISME;801265836;SIREN
1236;711;CHAMB SYND IMPORT AUTOMOBILES MOTOCYCLES;784717126;SIREN
1237;711;ASSOC FR DU GAZ NATUREL POUR VEHICULES;399808237;SIREN
1238;711;ASSOCIATION PRO FRANCE;523645299;SIREN
1239;711;UNION  TRANSPORTS PUBLICS FERROVIAIRES;784408643;SIREN
1240;712;UNION SOCIALE POUR HABITAT REG CTRE;421013012;SIREN
1241;712;ASSOCIATION DEPARTEMENTALE DES ORGANISMES D'H.L.M. D'INDRE ET LOIRE AYANT POUR SIGLE ADO 37;W372002657;RNA
1242;712;FEDERATION NATIONALE DES OFFICES PUBLICS DE L'HABITAT;428437529;SIREN
1243;712;UNION NATIONALE FEDERATION H L M;775697907;SIREN
1244;715;F.N.A.R.;537838203;SIREN
1245;717;FRANCE DIGITALE;791772445;SIREN
1246;717;SYNTEC NUMERIQUE;384719001;SIREN
1247;717;SYNDICAT DES REGIES INTERNET;482600806;SIREN
1248;720;FESAC;484376678;SIREN
1249;721;FEDERATION NATIONALE MUTUALITE FRANCAISE;304426240;SIREN
1250;722;LES ENTREPRISES DU MEDICAMENT;784668543;SIREN
1251;722;G5 - IPSEN - PIERRE FABRE - SANOFI - AVENTIS - SERVIER;489472829;SIREN
1252;723;FEDE NAT SYNDIC EXPL AGRICOLE;784854937;SIREN
1253;724;FED IDUST ELECTR ELECTRONIQUES  COMMUNIC;775688443;SIREN
1254;725;LE CERCLE DE L'INDUSTRIE;394192389;SIREN
1255;725;ASSO FRANCAI ENTREPRIS PRIVEES;326943016;SIREN
1256;725;UNIDEN;434856894;SIREN
1257;727;ASS NATIONALE IND. AGRO ALIMENTAIRES;302664784;SIREN
1258;727;INTERPROFESSION NATIONALE PORCINE;448608067;SIREN
1259;728;FEDERATION FRANCAISE DU BATIMENT;784668642;SIREN
1260;728;FEDERATION FRANCAISE DU BATIMENT HAUTS DE FRANCE;780611760;SIREN
1261;729;MOUVEMENT DES ENTREPRISES DE FRANCE;783440647;SIREN
1262;729;FEDERATION FRANCAISE DU BATIMENT GRAND EST;780428587;SIREN
1263;729;FEDERATION FRANCAISE DU BATIMENT;784668642;SIREN
1264;729;FEDERATION TRAVAUX PUBLICS REG LORRAINE;311068894;SIREN
1265;730;FRANCE CHIMIE;784358855;SIREN
1266;730;MAISON DE LA CHIMIE CONGRES;784308934;SIREN
1267;730;ASS FRANCAISE ENTR POUR L'ENVIRONNEMENT;388574907;SIREN
1268;730;UNION INDUS PROTECT PLANT UIPP;785308420;SIREN
1269;730;INSTITUT NATIONAL D'ETUDES SUPERIEURES AGRONOMIQUES DE MONTPELLIER;130002793;SIREN
1270;730;LENICA;822597118;SIREN
1271;730;ASSOC DEMETER FRANCE;319632840;SIREN
1272;730;ASSOCIATION CHIMIE DU VEGETAL;508402542;SIREN
1273;730;COLLEGE DES DIRECTEURS DU DEVELOPPEMENT DURABLE;795312511;SIREN
1274;730;ASSOCIATION ALLIANCE CHIMIE RECYCLAGE;752862474;SIREN
1275;730;FEDERAT INDUST PEINT VERNI COU;784359366;SIREN
1276;731;MOUVEMENT DES ENTREPRISES DE FRANCE;784668618;SIREN
1277;733;CONFEDERATION DES PETITES ET MOYENNES ENTREPRISES;303215016;SIREN
1278;733;CONFEDERATION GENERALE PETITES ET MOYENNE ENTREPRISE ALPC;821290582;SIREN
1279;734;FEDERATION FRANCAISE DU BATIMENT;784668642;SIREN
1280;734;FEDERATION NATIONALE DES TP - FNTP;784359788;SIREN
1281;734;MOUVEMENT DES ENTREPRISES DE FRANCE;784668618;SIREN
1282;734;ASFA ASSOCIATION PROFESSIONNELLE DES SOCIETES FRANCAISES CONCESSIONNAIRES OU EXPLOITANTES D'AUTOROUTES OU D'OUVRAGES ROUTIERS;W751041866;RNA
1283;734;FEDERATION DES PROMOTEURS IMMOBILIERS DE FRANCE;784312332;SIREN
1284;734;ENTREPRISE GENERALES FRANCE BATI TRAVAUX;775661937;SIREN
1285;735;ASSO FRANCAI ENTREPRIS PRIVEES;326943016;SIREN
1286;735;COMITE VENDOME;784178634;SIREN
1287;735;UNION DES ANNONCEURS;784669533;SIREN
1288;735;FEDERATION DES ENTREPRISES  DE LA BEAUTE;784717167;SIREN
1289;735;MOUVEMENT DES ENTREPRISES DE FRANCE;775347453;SIREN
1290;735;UNION FABRIC. PROTECT PROPRIETE INDUST.;784668709;SIREN
1291;735;COMITE CHAMPS ELYSEES;398484873;SIREN
1292;735;COMITE FRANCE CHINE;315982454;SIREN
1293;735;FEDER FRANCAISE DE LA MAROQUINERIE;784227415;SIREN
1294;735;FED FSE COUT PRET PORTER COUT CREATMODE;423488196;SIREN
1295;735;UNION FR BIJOUTERIE JOAILLERIE ORFEV;784203820;SIREN
1296;735;FEDERATION FRANCAISE DE LA PARFUMERIE SELECTIVE;303003982;SIREN
1297;735;FEDERATION ENTREPRISES VENTE A DISTANCE;784854994;SIREN
1298;735;INSTITUT MONTAIGNE;444920318;SIREN
1299;735;INSTITUT DE L ENTREPRISE;302655154;SIREN
1300;735;COSMETIC VALLEY;413570375;SIREN
1301;739;RASSEMBLEMENT POUR LA PLANETE;792732455;SIREN
1302;742;MOUVEMENT DES ENTREPRISES DE FRANCE;784668618;SIREN
1303;743;CONFEDERATION DES PETITES ET MOYENNES ENTREPRISES;W922002965;RNA
1304;743;SYND NATIONAL DES ENTREPRISES SECURITE;392735809;SIREN
1305;744;JEUNES AGRICULTEURS GRAND EST;528510993;SIREN
1306;745;UNION NATIONALE FEDERATION H L M;775697907;SIREN
1307;746;UNION FRANCAISE INDUSTRIES PETROLIERES;784668527;SIREN
1308;746;ASSO FRANCAI ENTREPRIS PRIVEES;326943016;SIREN
1309;746;AMERICAIN CHAMBER OF COMMERC;784357329;SIREN
1310;746;CONFERE;752906719;SIREN
1311;750;CHAMBRE DE COMMERCE AMERICAINE EN FRANCE - AMERICAN CHAMBER OF COMMERCE IN FRANCE;W751038014;RNA
1312;750;GROUPEMENT DES PROFESSIONNELS DES METIERS DE L'AERIEN GPMA;W751187965;RNA
1313;750;UNION FRANÇAISE DE L'EXPRESS;W952008441;RNA
1314;750;BAR FRANCE - BOARD OF AIRLINES REPRESENTATIVES FRANCE;W751012547;RNA
1315;751;FEDERATION NATIONALE MUTUALITE FRANCAISE;304426240;SIREN
1316;752;FEDERATION NATIONALE MUTUALITE FRANCAISE;304426240;SIREN
1317;753;GROUPEMENT INDUSTR FSES AERONAUT SPACIAL;784668394;SIREN
1318;753;GROUPE INDUSTRIE MATERIEL DEFENSE TERRES;344322722;SIREN
1319;753;LE CERCLE DE L'INDUSTRIE;394192389;SIREN
1320;753;MOUVEMENT DES ENTREPRISES DE FRANCE;784668618;SIREN
1321;753;GROUPEMENT DES INDUSTRIES DE CONSTRUCTION ET ACTIVITES NAVALES;784360109;SIREN
1322;753;ASSO FRANCAI ENTREPRIS PRIVEES;326943016;SIREN
1323;754;FEDE NAT SYNDIC EXPL AGRICOLE;784854937;SIREN
1324;756;PERFORMANCE INVEST FIABILITE ECON;321702755;SIREN
1325;756;FEDERATION ENTREPRISES VENTE A DISTANCE;784854994;SIREN
1326;756;GIE ALLIANCE DU COMMERCE;811252089;SIREN
1327;758;F.N.A.R.;537838203;SIREN
1328;758;LE CLUB DECENTRALISATION & HABITAT BRETAGNE;W353008404;RNA
1329;758;CREHA OUEST;327822177;SIREN
1330;758;CENTRE RESSOUR POLIT VILLE BRETAGNE PDL;435286588;SIREN
1331;758;CELLULE ECONOMIQUE DE BRETAGNE;777734021;SIREN
1332;758;ASSOCIATION DES FICHIERS PARTAGES AFIPART;818851545;SIREN
1333;759;CPME NORMANDIE;331965350;SIREN
1334;760;SYND NAT LOUEURS VOITURE LONGUE DUREE;419589908;SIREN
1335;761;FEDER NATIONAL INDUST LAITIERE;784357741;SIREN
1336;761;INSTITU LIAISON ETUDES INDUSTR CONSOMM;784671075;SIREN
1337;761;UNION DES ANNONCEURS;784669533;SIREN
1338;761;SYNDIFRAIS;784856130;SIREN
1339;763;FEDERATION FRANCAISE DE L ASSURANCE (FFA);784409013;SIREN
1340;763;FEDERATION NATIONALE MUTUALITE FRANCAISE;304426240;SIREN
1341;763;CENTRE TECHNIQUE INSTITUTIONS PREVOYANCE;338261019;SIREN
1342;766;UNION NATIONALE FEDERATION H L M;775697907;SIREN
1343;767;FRANCE CHIMIE;784358855;SIREN
1344;770;FEDER SYND SOC ETUDES CONSEILS;784179426;SIREN
1345;771;FEDERATION ENTREPRISES VENTE A DISTANCE;784854994;SIREN
1346;771;ASSOCIATION DES SERVICES INTERNET COMMUNAUTAIRES (ASIC);H472708392;HATVP
1347;772;CONFEDERATION DES PETITES ET MOYENNES ENTREPRISES;303215016;SIREN
1348;772;MOUVEMENT DES ENTREPRISES DE FRANCE;784668618;SIREN
1349;772;FRANCE INDUSTRIE;840718597;SIREN
1350;772;GROUPE DES FEDERATIONS INDUSTRIELLES;404091621;SIREN
1351;773;CCI & CAUX;501546790;SIREN
1352;773;SYND MIXT PARC ACTIV CALVADOS HONFLEUR;251405346;SIREN
1353;773;OFFICE DE TOURISME;522676360;SIREN
1354;773;LE HAVRE - PORT CENTER;W762006456;RNA
1355;773;CCI FRANCE;187500020;SIREN
1356;773;SOC DES COURSES DE LISIEUX;780744983;SIREN
1357;773;GRAND PORT MARITIME DU HAVRE;775700198;SIREN
1358;773;ASSOCIATION DU POLE D'ENTREPRISES DE FECAMP ET DU PAYS DES HAUTES FALAISES;807383179;SIREN
1359;773;AIFCC INSERTION;444922389;SIREN
1360;773;ECOLE DE MANAGEMENT DE NORMANDIE;479806630;SIREN
1361;774;FEDERATION DES EMPLOYEURS DU SPECTACLE VIVANT PUBLIC ET PRIVE;517474508;SIREN
1362;774;FESAC;484376678;SIREN
1363;774;ASS GEST COMM PARIT NAT EMPL FORM SPECT;410076467;SIREN
1364;774;ADRIC;W751154877;RNA
1365;774;UNION SYNDICALE DES EMPLOYEURS DU SECTEUR PUBLIC DU SPECTACLE VIVANT;848751319;SIREN
1366;775;FEDE NAT SYNDIC EXPL AGRICOLE;784854937;SIREN
1367;775;FERERATION REG SYNDICATS EXPL AGRIGOLES;351545512;SIREN
1368;776;JEUNES AGRICULTEURS OCCITANIE;408692929;SIREN
1369;778;LE TROMBINOSCOPE;504867789;SIREN
1370;779;FEDE NAT SYNDIC EXPL AGRICOLE;784854937;SIREN
1371;779;FRSEA BOURGOGNE FRANCHE COMTE;442375820;SIREN
1372;780;ASSOCIATION DES CHAINES PRIVEES;507862811;SIREN
1373;781;CONSEIL NATIONAL DES CHAMBRES REGIONALES DE L ECONOMIE SOCIALE;482565116;SIREN
1374;782;ASSOCIATION POUR LA PROMOTION DE L'INNOVATION DES DISPOSITIFS MEDICAUX APIDIM.;W751184083;RNA
1375;782;SYND NATION INDUST TECHNOL MEDICALES;307330845;SIREN
1376;786;CMA FRANCE;187500046;SIREN
1377;786;CHAMBRE REGIONALE DE METIERS ET DE L ARTISANAT D'ILE DE FRANCE;187512371;SIREN
1378;790;GROUPEMENT EDITEURS SERVICES EN LIGNE;347769879;SIREN
1379;790;FORUM DE LA TELEVISION MOBILE;490418571;SIREN
1380;790;ADRIC;443682414;SIREN
1381;790;ASSOCIATION FRANCAISE DES INDUSTRIELS DU NUMERIQUE DANS L'EDUCATION ET LA FORMATION;823103429;SIREN
1382;790;TV FRANCE INTERNATIONAL;400367280;SIREN
1383;790;ASSOCIATION DE PROMOTION DE LA VOD;H678843778;HATVP
1384;793;FEDERATION FRANCAISE DU BATIMENT GRAND EST;780428587;SIREN
1385;793;FEDERATION FRANCAISE DU BATIMENT;784668642;SIREN
1386;794;SYND NATIONAL EDITION PHONOGRAPHIQUE;784358418;SIREN
1387;795;L'ALLIANCE 7;381436666;SIREN
1388;795;ASS NATIONALE IND. AGRO ALIMENTAIRES;302664784;SIREN
1389;795;INSTITU LIAISON ETUDES INDUSTR CONSOMM;784671075;SIREN
1390;795;FACCO CHAMB SYND FABRI ALIMENT;317217305;SIREN
1391;795;UNION DES ANNONCEURS;784669533;SIREN
1392;796;CTRE DE RECHERCH & INFORM POUR LE DVP;335063269;SIREN
1393;796;EAU VIVE;314208869;SIREN
1394;796;PARTENARIAT FRANCAIS POUR L'EAU;753506013;SIREN
1395;796;COMITE CHARTE DEONTOLOGIE ORGAN SOCIALES HUMANITAIRES;404452062;SIREN
1396;796;FEDERATION DES ACTEURS DE LA SOLIDARITE;308401090;SIREN
1397;796;UNION NATIONALE DES ORGANISMES FAISANT APPEL AUX GENEROSITES;497918375;SIREN
1398;796;COORDI SOLIDARITE URGENCE DEVELOPPEMENT;398699538;SIREN
1399;796;COORDINATION HUMANITAIRE ET DEVELOPPEMEN;391296589;SIREN
1400;797;LES ENTREPRISES DU MEDICAMENT;784668543;SIREN
1401;801;FEDERATION PROFESSIONNELLE DU DRONE CIVIL U1 2 FPDC;800428799;SIREN
1402;802;Fédération européenne du portage salarial;H109897311;HATVP
1403;803;FEDER FRANCAISE TELECOMS COMMUNICATIONS ELECTRONIQUES;502086325;SIREN
1404;803;ASSO FRANCAI ENTREPRIS PRIVEES;326943016;SIREN
1405;803;SYNTEC INGENIERIE;384718839;SIREN
1406;803;HD FORUM;479140113;SIREN
1407;803;TRANSPARENCY INTERNATIONAL FRANCE;425138393;SIREN
1408;803;SYNDICAT DE L'EDITION VIDEO NUMERIQUE;342560133;SIREN
1409;803;FORUM DE LA TELEVISION MOBILE;490418571;SIREN
1410;803;LE CERCLE DE L'INDUSTRIE;394192389;SIREN
1411;803;UNION DES ANNONCEURS;784669533;SIREN
1412;805;COORDI SOLIDARITE URGENCE DEVELOPPEMENT;398699538;SIREN
1413;805;CTRE DE RECHERCH & INFORM POUR LE DVP;335063269;SIREN
1414;805;PROGRAMME SOLIDARITE EAU;433872546;SIREN
1415;809;FEDERATION NATIONALE MUTUALITE FRANCAISE;304426240;SIREN
1416;810;RESEAU ACTION CLIMAT FRANCE;422466201;SIREN
1417;811;UNION FRANCAISE INDUSTRIES PETROLIERES;784668527;SIREN
1418;811;EVOLEN;534585419;SIREN
1419;811;CONSEIL NATIONAL PROFESSIONS AUTOMOBILE;775688450;SIREN
1420;811;ASSOCIAT TECHNIQUE ENERGIE ENVIRONNEMENT;315062786;SIREN
1421;811;UNION ROUTIERE DE FRANCE;784361701;SIREN
1422;811;ASSOCIATION DES SOUS-CONCESSIONNAIRES D'AUTOROUTES;795065705;SIREN
1423;813;MOUVEMENT DES ENTREPRISES DE FRANCE;775347453;SIREN
1424;813;CONFEDERATION DES PETITES ET MOYENNES ENTREPRISES;303215016;SIREN
1425;813;UNION INDUSTRIES METIERS METALLURGIE;324642933;SIREN
1426;813;GROUPE DES FEDERATIONS INDUSTRIELLES;404091621;SIREN
1427;813;ASSOCIATION FRANCAISE DE NORMALISATION;775724818;SIREN
1428;814;COMI RELA NATIO INTER ASSOC JEUN EDUC PO;784579641;SIREN
1429;814;COMITE FRANC ENVIRON DEVELOP DURABLE;399155779;SIREN
1430;814;COMITE NATIONAL CONTRE LE BIZUTAGE;481199586;SIREN
1431;814;INSTITUT DES DIRIGEANTS D'ASSOCIATIONS ET FONDATIONS;349966457;SIREN
1432;814;POUR UNE ALLIANCE SCIENCES SOCIETES ( ALLISS );803146752;SIREN
1433;814;UCPA SPORTS LOISIRS;352902035;SIREN
1434;814;UCPA SPORT VACANCES;775682040;SIREN
1435;816;GEMME;493174825;SIREN
1436;817;ALLIANCE POUR L'INDUSTRIE DU FUTUR;813297710;SIREN
1437;818;FEDERATION FRANCAISE DE L ASSURANCE (FFA);784409013;SIREN
1438;818;ASSOCIATION DES ASSUREURS MUTUALISTES;822879201;SIREN
1439;819;GROUPEMENT INDUSTR FSES AERONAUT SPACIAL;784668394;SIREN
1440;819;MOUVEMENT DES ENTREPRISES DE FRANCE;775347453;SIREN
1441;819;UNION INDUSTRIES METIERS METALLURGIE;324642933;SIREN
1442;822;FEDE NAT SYNDIC EXPL AGRICOLE;784854937;SIREN
1443;823;JEUNES AGRICULTEURS DES PAYS DE LA LOIRE;379678758;SIREN
1444;824;ASSOCIATION NAT SOCIETES PAR ACTIONS;784718561;SIREN
1445;824;LE CERCLE DE L'INDUSTRIE;394192389;SIREN
1446;824;ASSO FRANCAI ENTREPRIS PRIVEES;326943016;SIREN
1447;824;MOUVEMENT DES ENTREPRISES DE FRANCE;784668618;SIREN
1448;824;CLUB DE L AMELIORATION DE L HABITAT;393520556;SIREN
1449;827;MOUVEMENT DES ENTREPRISES DE FRANCE;784668618;SIREN
1450;827;FEDERATION DU COMMERCE AGRICOLE ET AGROALIMENTAIRE;810264556;SIREN
1451;828;JEUNES AGRICULTEURS BOURGOGNE FRANCHE-COMTE;430005942;SIREN
1452;829;ASS INTERCONS DEVEL APPRENT METIERS COMM;317962900;SIREN
1453;829;COMITE DEPARTEMENTAL TOURISME EURE;319150900;SIREN
1454;829;IIT FORMATIONS ALTERNEES ORNES;401104567;SIREN
1455;830;CONSEIL NATIONAL DES CENTRES COMMERCIAUX;349047373;SIREN
1456;831;FEDERATION FRANCAISE DU BATIMENT;784668642;SIREN
1457;833;CONFERENCE INTERNATIONALE DES ORDRES DE PHARMACIENS FRANCOPHONES;492629621;SIREN
1458;833;COMITE DE LIAISON DES INSTITUTIONS ORDINALES - CLIO;W751189349;RNA
1459;833;FONDS DE DOTATION POUR LA GESTION ET LA VALORISATION DU PATRIMOINE PHARMACEUTIQUE;808814446;SIREN
1460;833;CAISSE ASSURANCE VIEILLESSE PHARMACIE;784338881;SIREN
1461;833;ACADEMIE NATIONALE DE PHARMACIE;130023013;SIREN
1462;834;JEUNES AGRICULTEURS;784853970;SIREN
1463;835;FEDERATION SOCIETES IMMOBILIER FONCIERES;784855405;SIREN
1464;835;ASSO FRANCAI ENTREPRIS PRIVEES;326943016;SIREN
1465;836;CTRE REGIONAL JEUNES AGRICULTEURS BRETAG;408373751;SIREN
1466;838;CCI FRANCE;187500020;SIREN
1467;841;SYND NATION INDUST TECHNOL MEDICALES;307330845;SIREN
1468;842;ASSOCIATION DE DEFENSE DES ENTREPRISES PENALISEES PAR L'AFFILIATION A UNE CAISSE DE CONGES PAYES DU BATIMENT (ADEPACCOPAB);W751177781;RNA
1469;842;FEDERATION DE LA PLASTURGIE ET DES COMPOSITES;304153927;SIREN
1470;844;JEUNES AGRICULTEURS AUVERGNE RHONE ALPES;387470503;SIREN
1471;845;UPRIGAZ(UNION PROF.INDUSTRIES PRIV. GAZ);429801665;SIREN
1472;845;ASSOCIATION NATIONALE DES OPERATEURS DETAILLANTS EN ENERGIE;W751178527;RNA
1473;846;ASS NATIONALE IND. AGRO ALIMENTAIRES;302664784;SIREN
1474;846;BRF;808456214;SIREN
1475;846;UNION DES ANNONCEURS;784669533;SIREN
1476;846;AMCHAM EVENTS;800417891;SIREN
1477;846;UNION NATIONALE INTERPROFES JUS DE FRUIT;784408387;SIREN
1478;847;INSTITUT EUROPLACE DE FINANCE;484032594;SIREN
1479;847;FEDERATION FRANCAISE DE L ASSURANCE (FFA);784409013;SIREN
1480;848;ASSOCIATION FRANCAISE DU FROID;W751005353;RNA
1481;849;F.N.A.R.;537838203;SIREN
1482;849;HOUSING PLUS EUROPE;424967131;SIREN
1483;849;UNION NATIONALE FEDERATION H L M;775697907;SIREN
1484;850;FEDE NAT SYNDIC EXPL AGRICOLE;784854937;SIREN
1485;850;FEDERATION REGIONALE DES SYNDICATS D'EXPLOITANTS AGRICOLES AUVERGNE RHONE-ALPES;824171912;SIREN
1486;851;FEDE NAT SYNDIC EXPL AGRICOLE;784854937;SIREN
1487;852;FEDALIM;440577674;SIREN
1488;855;FEDERATION FRANCAISE DU BATIMENT;784668642;SIREN
1489;858;FEDERATION FRANCAISE DU BATIMENT;784668642;SIREN
1490;859;FEDERATION FRANCAISE DE L ASSURANCE (FFA);784409013;SIREN
1491;861;FEDE NAT SYNDIC EXPL AGRICOLE;784854937;SIREN
1492;864;CONSEIL NATIONAL PROFESSIONS AUTOMOBILE;775688450;SIREN
1493;864;CHAMB SYND IMPORT AUTOMOBILES MOTOCYCLES;784717126;SIREN
1494;864;ASSOC FR DU GAZ NATUREL POUR VEHICULES;399808237;SIREN
1495;865;PORTAIL DE LA PUBLICITE LEGALE DES ENTREPRISES;130019078;SIREN
1496;867;ASS NATIONALE IND. AGRO ALIMENTAIRES;302664784;SIREN
1497;868;FEDERATION FRANCAISE DU BATIMENT;784668642;SIREN
1498;869;FEDERATION FRANCAISE DU BATIMENT;784668642;SIREN
1499;870;FEDERATION NATIONALE DES TP - FNTP;784359788;SIREN
1500;871;ASS UNION FRANCAISE DE L'ELECTRICITE;432492007;SIREN
1501;871;ASSOCIATION FRANCAISE INDEPENDANTE DE L ELECTRICITE ET DU GAZ;752289678;SIREN
1502;875;FEDE NAT SYNDIC EXPL AGRICOLE;784854937;SIREN
1503;875;FERERATION REG SYNDICATS EXPL AGRIGOLES;351545512;SIREN
1504;877;FEDE NAT SYNDIC EXPL AGRICOLE;784854937;SIREN
1505;878;FEDE NAT SYNDIC EXPL AGRICOLE;784854937;SIREN
1506;879;FEDERAT ENSEIGNES COMMERCE ASSOCIE FCA;784410292;SIREN
1507;881;LES ENTREPRISES DU MEDICAMENT;784668543;SIREN
1508;881;ASS GPE INT POUR PHARMACIE DE RECHERCHE;401255468;SIREN
